id,perturbation,sources,phenotype,expected_exists,predicted_exists,agreement,weight,score,found_phenotypes,Model
45,{},"{'DLL1': 0, 'IL7_e': 0}","{'BCL6': 0, 'FOXP3': 0, 'GATA3': 0, 'IFNG': 0, 'IL17': 0, 'IL22': 1, 'IL4': 0, 'RORGT': 0, 'STAT3': 1, 'TBET': 0}",True,True,1.0,1.0,1.0,"[{'APC': 1, 'BCL6': 0, 'CD28': 1, 'CD8': 0, 'DLL1': 0, 'EOMES': 0, 'FOXP3': 0, 'GATA3': 0, 'IFNAR': 0, 'IFNA_e': 0, 'IFNG': 0, 'IFNGR': 0, 'IFNG_2': 0, 'IL10': 1, 'IL10R': 1, 'IL10_e': 1, 'IL12R': 0, 'IL12RB1_2': 0, 'IL12_e': 0, 'IL17': 0, 'IL1R': 1, 'IL1R1': 1, 'IL1_e': 1, 'IL22': 1, 'IL27R': 0, 'IL27_e': 0, 'IL4': 0, 'IL6': 1, 'IL6R': 1, 'IL6_e': 1, 'IL7_e': 0, 'IL9': 1, 'IRF1': 0, 'JAK1': 0, 'NFAT': 1, 'RORGT': 0, 'RUNX3': 0, 'SMAD2': 0, 'SMAD3': 0, 'SOCS1': 0, 'STAT1': 0, 'STAT1_2': 0, 'STAT3': 1, 'STAT4': 0, 'STAT5': 1, 'TBET': 0, 'TGFB': 0, 'TGFBR': 0, 'proliferation': 0}]",AJ
46,{'TCR': 1},"{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'BCL6': 0, 'FOXP3': 0, 'GATA3': 0, 'IL9': 0, 'RORGT': 0, 'TBET': 0}",True,False,0.0,1.0,0.0,[],MS15
47,{'TCR': 1},"{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 1, 'IL10_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'BCL6': 0, 'FOXP3': 0, 'GATA3': 0, 'IFNG': 1, 'IL4': 0, 'IL9': 0, 'RORGT': 0, 'TBET': 1}",True,False,0.0,1.0,0.0,[],MS15
48,{'TCR': 1},"{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 1, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 1, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'BCL6': 0, 'FOXP3': 0, 'GATA3': 1, 'IFNG': 0, 'IL4': 1, 'IL9': 0, 'RORGT': 0, 'TBET': 0}",True,False,0.0,1.0,0.0,[],MS15
49,{'TCR': 1},"{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 1, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 1}","{'BCL6': 0, 'FOXP3': 1, 'GATA3': 0, 'IFNG': 0, 'IL4': 0, 'IL9': 0, 'RORGT': 0, 'TBET': 0}",True,False,0.0,1.0,0.0,[],MS15
50,{'TCR': 1},"{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 1, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 1}","{'BCL6': 0, 'FOXP3': 0, 'GATA3': 0, 'IFNG': 0, 'IL21': 1, 'IL4': 0, 'IL9': 0, 'RORGT': 1, 'TBET': 0}",True,False,0.0,1.0,0.0,[],MS15
51,{'TCR': 1},"{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 1, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'BCL6': 1, 'FOXP3': 0, 'GATA3': 0, 'IFNG': 0, 'IL21': 1, 'IL4': 0, 'IL9': 0, 'RORGT': 0, 'TBET': 0}",True,False,0.0,1.0,0.0,[],MS15
52,{'TCR': 1},"{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 1, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 1}",{'IL9': 1},True,True,1.0,1.0,1.0,"[{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 1, 'IL6_e': 0, 'IL7_e': 0, 'IL9': 1, 'NFAT': 1, 'TCR': 1, 'TGFB_e': 1}]",MS15
53,{'TCR': 1},"{'APC': 1, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 1, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'TGFB_e': 1}","{'BCL6': 0, 'FOXP3': 0, 'GATA3': 0, 'IL9': 0, 'RORGT': 0, 'TBET': 0}",False,False,1.0,1.0,1.0,[],MS15
54,{'TCR': 1},"{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 1, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 1}","{'BCL6': 0, 'FOXP3': 0, 'GATA3': 0, 'IFNG': 1, 'IL4': 0, 'IL9': 0, 'RORGT': 0, 'TBET': 1}",False,False,1.0,1.0,1.0,[],MS15
55,{'TCR': 1},"{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 1, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 1}","{'BCL6': 0, 'FOXP3': 0, 'GATA3': 1, 'IFNG': 0, 'IL4': 1, 'IL9': 0, 'RORGT': 0, 'TBET': 0}",False,False,1.0,1.0,1.0,[],MS15
56,{'TCR': 1},"{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 1, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 1}","{'BCL6': 0, 'FOXP3': 1, 'GATA3': 0, 'IFNG': 0, 'IL4': 0, 'IL9': 0, 'RORGT': 0, 'TBET': 0}",False,False,1.0,1.0,1.0,[],MS15
57,{'TCR': 1},"{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 1, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 1}","{'BCL6': 1, 'FOXP3': 0, 'GATA3': 0, 'IFNG': 0, 'IL21': 1, 'IL4': 0, 'IL9': 0, 'RORGT': 1, 'TBET': 0}",False,False,1.0,1.0,1.0,[],MS15
58,{'TCR': 1},"{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 1, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 1}","{'BCL6': 0, 'FOXP3': 0, 'GATA3': 0, 'IL9': 0, 'RORGT': 0, 'TBET': 0}",False,False,1.0,1.0,1.0,[],MS15
59,{'TCR': 1},"{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 1, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 1}","{'BCL6': 0, 'FOXP3': 0, 'GATA3': 0, 'IFNG': 1, 'IL4': 0, 'IL9': 0, 'RORGT': 0, 'TBET': 1}",False,False,1.0,1.0,1.0,[],MS15
60,{'TCR': 1},"{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 1, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 1}","{'BCL6': 0, 'FOXP3': 0, 'GATA3': 1, 'IFNG': 0, 'IL4': 1, 'IL9': 0, 'RORGT': 0, 'TBET': 0}",False,False,1.0,1.0,1.0,[],MS15
61,{'TCR': 1},"{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 1, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 1}","{'BCL6': 0, 'FOXP3': 0, 'GATA3': 0, 'IL9': 0, 'RORGT': 0, 'TBET': 0}",False,False,1.0,1.0,1.0,[],MS15
62,{'TCR': 1},"{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 1, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 1}","{'BCL6': 0, 'FOXP3': 0, 'GATA3': 0, 'IFNG': 1, 'IL4': 0, 'IL9': 0, 'RORGT': 0, 'TBET': 1}",False,False,1.0,1.0,1.0,[],MS15
63,{'TCR': 1},"{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 1, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 1}","{'BCL6': 0, 'FOXP3': 0, 'GATA3': 1, 'IFNG': 0, 'IL4': 1, 'IL9': 0, 'RORGT': 0, 'TBET': 0}",False,False,1.0,1.0,1.0,[],MS15
64,"{'TBET': 1, 'TCR': 1}","{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL6_e': 0, 'IL7_e': 0}",{'GATA3': 1},False,False,1.0,1.0,1.0,[],MS15
65,"{'TBET': 1, 'TCR': 1}","{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL6_e': 0, 'IL7_e': 0}",{'FOXP3': 1},False,True,0.0,1.0,0.0,"[{'APC': 1, 'CD8': 0, 'DLL1': 0, 'EOMES': 0, 'FOXP3': 1, 'IFNA_e': 0, 'IFNBR': 0, 'IFNB_e': 0, 'IFNG': 0, 'IFNGR': 0, 'IFNG_2': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27R': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'IL9': 1, 'JAK1': 0, 'NFAT': 1, 'RUNX3': 0, 'SMAD2': 1, 'SMAD3': 1, 'STAT1': 0, 'STAT1_2': 0, 'TBET_2': 0, 'TCR': 1, 'TGFB': 1, 'TGFBR': 1, 'TGFB_e': 1, 'proliferation': 0}]",MS15
66,"{'TBET': 1, 'TCR': 1}","{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL6_e': 0, 'IL7_e': 0}",{'RORGT': 1},False,False,1.0,1.0,1.0,[],MS15
67,"{'TBET': 1, 'TCR': 1}","{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL6_e': 0, 'IL7_e': 0}",{'BCL6': 1},False,False,1.0,1.0,1.0,[],MS15
68,{'GATA3': 1},"{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL6_e': 0, 'IL7_e': 0}","{'IFNG': 1, 'TBET': 1}",False,False,1.0,1.0,1.0,[],MS15
69,"{'FOXP3': 1, 'TCR': 1}","{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL6_e': 0, 'IL7_e': 0}",{'TBET': 1},False,True,0.0,1.0,0.0,"[{'APC': 1, 'BCL6': 0, 'DLL1': 0, 'GATA3': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG': 1, 'IFNGR': 1, 'IFNG_2': 1, 'IKB': 0, 'IL12R': 1, 'IL12RB2': 1, 'IL12_e': 1, 'IL15_e': 0, 'IL18R': 1, 'IL18_e': 0, 'IL1_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4': 0, 'IL4R_2': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'NFKB': 1, 'SOCS1': 1, 'STAT1': 1, 'STAT1_2': 1, 'STAT4': 1, 'STAT6': 0, 'TBET': 1, 'TBET_2': 1, 'TCR': 1}]",MS15
70,"{'FOXP3': 1, 'TCR': 1}","{'APC': 1, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL6_e': 0, 'IL7_e': 0}",{'GATA3': 1},False,False,1.0,1.0,1.0,[],MS15
71,{'TCR': 1},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 1, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'FOXP3': 0, 'GATA3': 0, 'IFNG': 1, 'IL17': 0, 'IL4': 0, 'RORGT': 0, 'TBET': 1, 'TGFB': 0}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'BCL6': 0, 'DLL1': 0, 'FOXP3': 0, 'GATA3': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG': 1, 'IFNGR': 1, 'IFNG_e': 1, 'IL10R': 0, 'IL10_e': 0, 'IL12R': 1, 'IL12RB1_2': 1, 'IL12RB2': 1, 'IL12_e': 0, 'IL15_e': 0, 'IL17': 0, 'IL18R': 1, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27R': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4': 0, 'IL4R': 0, 'IL4R_2': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'IRF1': 1, 'NFKB': 1, 'RORGT': 0, 'SMAD2': 0, 'STAT1': 1, 'STAT1_2': 1, 'STAT3': 0, 'STAT4': 1, 'STAT6': 0, 'TBET': 1, 'TBET_2': 1, 'TGFB': 0, 'TGFBR': 0, 'TGFB_e': 0}]",P18
72,{'TCR': 1},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 1, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'FOXP3': 0, 'GATA3': 0, 'IFNG': 1, 'IL17': 0, 'IL4': 0, 'RORGT': 0, 'TBET': 1, 'TGFB': 0}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'BCL6': 0, 'DLL1': 0, 'FOXP3': 0, 'GATA3': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG': 1, 'IFNGR': 1, 'IFNG_2': 1, 'IFNG_e': 0, 'IL10R': 0, 'IL10_e': 0, 'IL12R': 1, 'IL12RB2': 1, 'IL12_e': 1, 'IL15_e': 0, 'IL17': 0, 'IL18R': 1, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27R': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4': 0, 'IL4R': 0, 'IL4R_2': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'NFKB': 1, 'RORGT': 0, 'SMAD2': 0, 'STAT1': 1, 'STAT1_2': 1, 'STAT3': 0, 'STAT4': 1, 'STAT6': 0, 'TBET': 1, 'TBET_2': 1, 'TGFB': 0, 'TGFBR': 0, 'TGFB_e': 0}]",P18
73,{'TCR': 1},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 1, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'FOXP3': 0, 'GATA3': 0, 'IFNG': 1, 'IL17': 0, 'IL4': 0, 'RORGT': 0, 'TBET': 1, 'TGFB': 0}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'BCL6': 0, 'DLL1': 0, 'FOXP3': 0, 'GATA3': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG': 1, 'IFNGR': 1, 'IFNG_2': 1, 'IFNG_e': 0, 'IL10R': 0, 'IL10_e': 0, 'IL12R': 1, 'IL12RB1_2': 1, 'IL12RB2': 1, 'IL12_e': 0, 'IL15_e': 0, 'IL17': 0, 'IL18R': 1, 'IL18_e': 0, 'IL1_e': 0, 'IL21R': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 1, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4': 0, 'IL4R': 0, 'IL4R_2': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'IRF1': 1, 'NFKB': 1, 'RORGT': 0, 'SMAD2': 0, 'STAT1': 1, 'STAT1_2': 1, 'STAT3': 0, 'STAT4': 1, 'STAT6': 0, 'TBET': 1, 'TBET_2': 1, 'TGFB': 0, 'TGFBR': 0, 'TGFB_e': 0}]",P18
74,{'TCR': 1},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 1, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'FOXP3': 0, 'GATA3': 1, 'IFNG': 0, 'IL17': 0, 'IL4': 1, 'RORGT': 0, 'TBET': 0, 'TGFB': 0}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'BCL6': 0, 'CD8': 0, 'DLL1': 0, 'FOXP3': 0, 'GATA3': 1, 'IFNA_e': 0, 'IFNBR': 0, 'IFNB_e': 0, 'IFNG': 0, 'IFNGR': 0, 'IFNG_2': 0, 'IFNG_e': 0, 'IL10R': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL17': 0, 'IL18R': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27R': 0, 'IL27_e': 0, 'IL29R': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4': 1, 'IL4_e': 1, 'IL6_e': 0, 'IL7_e': 0, 'IL9': 1, 'IRF1': 0, 'JAK1': 0, 'NFAT': 1, 'PU1': 0, 'RORGT': 0, 'RUNX3': 0, 'SMAD2': 0, 'SMAD3': 0, 'SOCS1': 0, 'STAT1': 0, 'STAT1_2': 0, 'STAT3': 0, 'STAT4': 0, 'STAT5': 1, 'TBET': 0, 'TBET_2': 0, 'TCR': 1, 'TGFB': 0, 'TGFBR': 0, 'TGFB_e': 0}]",P18
75,{'TCR': 1},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 1, 'IL7_e': 0, 'TGFB_e': 1}","{'FOXP3': 1, 'GATA3': 0, 'IFNG': 0, 'IL17': 0, 'IL4': 0, 'RORGT': 0, 'TBET': 0, 'TGFB': 1}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'CD8': 0, 'DLL1': 0, 'EOMES': 0, 'FOXP3': 1, 'GATA3': 0, 'IFNA_e': 0, 'IFNBR': 0, 'IFNB_e': 0, 'IFNG': 0, 'IFNGR': 0, 'IFNG_2': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12R': 0, 'IL12RB1_2': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL17': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27R': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4': 0, 'IL4_e': 0, 'IL6': 0, 'IL6R': 0, 'IL6_e': 1, 'IL7_e': 0, 'IL9': 1, 'IRF1': 0, 'JAK1': 0, 'NFAT': 1, 'RORGT': 0, 'RUNX3': 0, 'SMAD3': 1, 'STAT1': 0, 'STAT1_2': 0, 'STAT3': 0, 'STAT4': 0, 'TBET': 0, 'TCR': 1, 'TGFB': 1, 'TGFBR': 1, 'TGFB_e': 1, 'proliferation': 0}]",P18
