ID	Score	Source	Perturbation	Observed node	Categorization
1	1.0	src=1,trika1=1		tdum_a20_traf6_ub	ON
2	1.0	src=1,trika1=1		cox2	OFF
3	1.0	src=1,trika1=1		dum_ikkab_or_ikkbb_nemo_ikkb_a	OFF
4	1.0	src=1,trika1=1		nc_nfkb_pathway	OFF
5	1.0	src=1,trika1=1		tdum_il1ra_ilr12	OFF
6	1.0	src=1,trika1=1		dum_cebp_saa	OFF
7	1.0	src=1,trika1=1		sil1r_ap	OFF
8	1.0	src=1,trika1=1		il6	OFF
9	1.0	src=1,trika1=1		hgf	OFF
10	1.0	src=1,trika1=1		lbp	OFF
11	1.0	src=1,trika1=1		irs1_ps	OFF
12	1.0	src=1,trika1=1		tdum_il1r2_il1rc	OFF
13	1.0	src=1,trika1=1		il1r2	OFF
14	1.0	src=1,trika1=1		tdum_hsp27_ps_traf6_ub	OFF
15	1.0	src=1,trika1=1		il1b_new	OFF
16	1.0	src=1,trika1=1		saa	OFF
17	1.0	src=1,trika1=1		ikkaa	ON
18	1.0	src=1,trika1=1		tdum_mkp1_p38_jnk_erk12	OFF
19	1.0	src=1,trika1=1		mek6	OFF
20	1.0	src=1,trika1=1		ccl2	OFF
21	1.0	src=1,trika1=1		tdum_irak1c_irak12	OFF
22	1.0	src=1,trika1=1		tdum_tpl2_degr_tp2	OFF
23	1.0	src=1,trika1=1		il8	OFF
24	1.0	src=1,trika1=1		il1rc	OFF
25	1.0	src=1,trika1=1		tdum_cyt_p38_tak1_tab	OFF
26	1.0	src=0,trika1=1	ikkb KO,irak1 CA	tdum_a20_traf6_ub	ON
27	1.0	src=0,trika1=1	ikkb KO,irak1 CA	cox2	Some
28	1.0	src=0,trika1=1	ikkb KO,irak1 CA	nc_nfkb_pathway	OFF
29	1.0	src=0,trika1=1	ikkb KO,irak1 CA	tdum_il1ra_ilr12	OFF
30	1.0	src=0,trika1=1	ikkb KO,irak1 CA	sil1r_ap	OFF
31	1.0	src=0,trika1=1	ikkb KO,irak1 CA	il6	OFF
32	1.0	src=0,trika1=1	ikkb KO,irak1 CA	hgf	Some
33	1.0	src=0,trika1=1	ikkb KO,irak1 CA	lbp	Some
34	1.0	src=0,trika1=1	ikkb KO,irak1 CA	irs1_ps	Some
35	1.0	src=0,trika1=1	ikkb KO,irak1 CA	tdum_il1r2_il1rc	OFF
36	1.0	src=0,trika1=1	ikkb KO,irak1 CA	tdum_hsp27_ps_traf6_ub	Some
37	1.0	src=0,trika1=1	ikkb KO,irak1 CA	il1b_new	OFF
38	1.0	src=0,trika1=1	ikkb KO,irak1 CA	saa	OFF
39	1.0	src=0,trika1=1	ikkb KO,irak1 CA	tdum_mkp1_p38_jnk_erk12	Some
40	1.0	src=0,trika1=1	ikkb KO,irak1 CA	ap1	Some
41	1.0	src=0,trika1=1	ikkb KO,irak1 CA	ccl2	OFF
42	1.0	src=0,trika1=1	ikkb KO,irak1 CA	tdum_irak1c_irak12	OFF
43	1.0	src=0,trika1=1	ikkb KO,irak1 CA	tdum_tpl2_degr_tp2	OFF
44	1.0	src=0,trika1=1	ikkb KO,irak1 CA	il8	OFF
45	1.0	src=0,trika1=1	ikkb KO,irak1 CA	tdum_cyt_p38_tak1_tab	Some
46	1.0	src=0,trika1=0	erk12 CA	tdum_a20_traf6_ub	ON
47	1.0	src=0,trika1=0	erk12 CA	cox2	ON
48	1.0	src=0,trika1=0	erk12 CA	nc_nfkb_pathway	OFF
49	1.0	src=0,trika1=0	erk12 CA	tdum_il1ra_ilr12	OFF
50	1.0	src=0,trika1=0	erk12 CA	sil1r_ap	OFF
51	1.0	src=0,trika1=0	erk12 CA	il6	OFF
52	1.0	src=0,trika1=0	erk12 CA	hgf	ON
53	1.0	src=0,trika1=0	erk12 CA	lbp	ON
54	1.0	src=0,trika1=0	erk12 CA	irs1_ps	ON
55	1.0	src=0,trika1=0	erk12 CA	tdum_il1r2_il1rc	OFF
56	1.0	src=0,trika1=0	erk12 CA	tdum_hsp27_ps_traf6_ub	OFF
57	1.0	src=0,trika1=0	erk12 CA	il1b_new	OFF
58	1.0	src=0,trika1=0	erk12 CA	saa	OFF
59	1.0	src=0,trika1=0	erk12 CA	tdum_mkp1_p38_jnk_erk12	ON
60	1.0	src=0,trika1=0	erk12 CA	ccl2	OFF
61	1.0	src=0,trika1=0	erk12 CA	tdum_irak1c_irak12	OFF
62	1.0	src=0,trika1=0	erk12 CA	tdum_tpl2_degr_tp2	OFF
63	1.0	src=0,trika1=0	erk12 CA	il8	OFF
64	1.0	src=0,trika1=0	erk12 CA	tdum_cyt_p38_tak1_tab	OFF
65	1.0	src=1,trika1=0		mkp1	OFF
66	1.0	src=1,trika1=0		tdum_a20_traf6_ub	ON
67	1.0	src=1,trika1=0		cox2	OFF
68	1.0	src=1,trika1=0		nc_nfkb_pathway	OFF
69	1.0	src=1,trika1=0		tdum_il1ra_ilr12	OFF
70	1.0	src=1,trika1=0		p105	ON
71	1.0	src=1,trika1=0		sil1r_ap	OFF
72	1.0	src=1,trika1=0		il6	OFF
73	1.0	src=1,trika1=0		hgf	OFF
74	1.0	src=1,trika1=0		lbp	OFF
75	1.0	src=1,trika1=0		irs1_ps	OFF
76	1.0	src=1,trika1=0		mek4	OFF
77	1.0	src=1,trika1=0		tdum_il1r2_il1rc	OFF
78	1.0	src=1,trika1=0		tdum_hsp27_ps_traf6_ub	OFF
79	1.0	src=1,trika1=0		il1b_new	OFF
80	1.0	src=1,trika1=0		saa	OFF
81	1.0	src=1,trika1=0		mek6	OFF
82	1.0	src=1,trika1=0		tdum_mkp1_p38_jnk_erk12	OFF
83	1.0	src=1,trika1=0		ccl2	OFF
84	1.0	src=1,trika1=0		tdum_irak1c_irak12	OFF
85	1.0	src=1,trika1=0		cjun_gene	OFF
86	1.0	src=1,trika1=0		tdum_tpl2_degr_tp2	OFF
87	1.0	src=1,trika1=0		il8	OFF
88	1.0	src=1,trika1=0		tdum_cyt_p38_tak1_tab	OFF
89	1.0	src=1,trika1=1	il1r1 CA	tdum_a20_traf6_ub	ON
90	1.0	src=1,trika1=1	il1r1 CA	cox2	OFF
91	1.0	src=1,trika1=1	il1r1 CA	nc_nfkb_pathway	OFF
92	1.0	src=1,trika1=1	il1r1 CA	tdum_il1ra_ilr12	OFF
93	1.0	src=1,trika1=1	il1r1 CA	inos	OFF
94	1.0	src=1,trika1=1	il1r1 CA	sil1r_ap	OFF
95	1.0	src=1,trika1=1	il1r1 CA	il6	OFF
