ID	Score	Source	Perturbation	Observed node	Categorization
83	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=1	Gal80p CA	PCK1	OFF
84	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=1	Gal80p CA	MEL1	OFF
85	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=1	Gal80p CA	HXT8	ON
86	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=1	Gal80p CA	GAL7	OFF
87	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=1	Gal80p CA	MLS1	OFF
88	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=1	Gal80p CA	GAL10	OFF
89	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=1	Gal80p CA	ACS1	OFF
90	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=1	Gal80p CA	ICL1	OFF
91	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=1	Gal80p CA	IDP2	OFF
92	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=1	Gal80p CA	Mig3p	ON
93	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=1	Gal80p CA	HXT3	ON
94	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=1	Gal80p CA	MDH2	OFF
95	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=1	Gal80p CA	FBP1	OFF
96	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=1	Gal80p CA	GAL5	OFF
97	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=1	Gal80p CA	JEN1	OFF
98	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0		HXT2	OFF
99	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0		SUC2	OFF
100	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0		MALS	OFF
101	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0		HXT4	OFF
102	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0		HXT5	ON
103	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0		number_4ORFs	OFF
104	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0		SFC1	OFF
105	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0		Gal11p	ON
106	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0		HXT1	ON
107	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0		PCK1	OFF
108	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0		MEL1	OFF
109	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0		HXT8	ON
110	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0		GAL7	OFF
111	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0		MLS1	OFF
112	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0		GAL10	OFF
113	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0		ACS1	OFF
114	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0		ICL1	OFF
115	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0		IDP2	OFF
116	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0		Mig3p	ON
117	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0		HXT3	ON
118	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0		MDH2	OFF
119	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0		FBP1	OFF
120	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0		GAL5	OFF
121	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0		JEN1	OFF
122	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		HXT2	OFF
123	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		SUC2	OFF
124	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		MALS	OFF
125	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		HXT4	OFF
126	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		HXT5	ON
127	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		number_4ORFs	OFF
128	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		SFC1	OFF
129	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		Gal11p	ON
130	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		HXT1	ON
131	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		PCK1	OFF
132	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		GAL1	OFF
133	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		MEL1	OFF
134	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		HXT8	ON
135	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		GAL7	OFF
136	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		MLS1	OFF
137	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		MalTp	ON
138	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		GAL10	OFF
139	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		ACS1	OFF
140	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		ICL1	OFF
141	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		IDP2	OFF
142	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		Mig3p	ON
143	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		HXT3	ON
144	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		MDH2	OFF
145	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		FBP1	OFF
146	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		GAL5	OFF
147	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		JEN1	OFF
148	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	MIG1 KO	HXT2	ON
149	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	MIG1 KO	SUC2	OFF
150	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	MIG1 KO	MALS	OFF
151	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	MIG1 KO	HXT4	ON
152	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	MIG1 KO	HXT5	ON
153	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	MIG1 KO	number_4ORFs	OFF
154	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	MIG1 KO	SFC1	OFF
155	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	MIG1 KO	Gal11p	ON
156	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	MIG1 KO	HXT1	ON
157	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	MIG1 KO	PCK1	OFF
158	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	MIG1 KO	MEL1	ON
159	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	MIG1 KO	HXT8	ON
160	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	MIG1 KO	GAL7	ON
161	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	MIG1 KO	MLS1	OFF
162	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	MIG1 KO	GAL10	ON
163	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	MIG1 KO	ACS1	OFF
164	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	MIG1 KO	ICL1	OFF
165	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	MIG1 KO	IDP2	OFF
166	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	MIG1 KO	Mig3p	ON
167	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	MIG1 KO	HXT3	ON
168	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	MIG1 KO	MDH2	OFF
169	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	MIG1 KO	FBP1	OFF
170	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	MIG1 KO	GAL5	Some
171	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	MIG1 KO	JEN1	OFF
172	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1	Rgt1p CA	HXT2	OFF
173	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1	Rgt1p CA	SUC2	ON
174	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1	Rgt1p CA	MALS	ON
175	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1	Rgt1p CA	HXT4	OFF
176	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1	Rgt1p CA	HXT5	OFF
177	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1	Rgt1p CA	number_4ORFs	OFF
178	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1	Rgt1p CA	SFC1	ON
179	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1	Rgt1p CA	Gal11p	ON
180	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1	Rgt1p CA	HXT1	OFF
181	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1	Rgt1p CA	PCK1	ON
182	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1	Rgt1p CA	MEL1	ON
183	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1	Rgt1p CA	HXT8	OFF
184	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1	Rgt1p CA	GAL7	ON
185	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1	Rgt1p CA	MLS1	ON
186	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1	Rgt1p CA	GAL10	ON
187	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1	Rgt1p CA	ACS1	ON
188	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1	Rgt1p CA	ICL1	ON
189	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1	Rgt1p CA	IDP2	ON
190	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1	Rgt1p CA	Mig3p	OFF
191	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1	Rgt1p CA	HXT3	OFF
192	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1	Rgt1p CA	MDH2	ON
193	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1	Rgt1p CA	FBP1	ON
194	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1	Rgt1p CA	GAL5	Some
195	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1	Rgt1p CA	JEN1	ON
196	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	HXT2	OFF
197	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	SUC2	ON
198	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	MALS	ON
199	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	MalRp	ON
200	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	HXT4	OFF
201	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	HXT5	OFF
202	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	number_4ORFs	OFF
203	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	SFC1	ON
204	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	Gal11p	ON
205	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	HXT1	OFF
206	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	PCK1	ON
207	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	MEL1	ON
208	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	HXT8	OFF
209	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	GAL7	ON
210	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	MLS1	ON
211	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	GAL10	ON
212	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	ACS1	ON
213	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	ICL1	ON
214	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	IDP2	ON
215	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	Mig3p	OFF
216	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	HXT3	OFF
217	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	MDH2	ON
218	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	FBP1	ON
219	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	GAL5	ON
220	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL11 CA	JEN1	ON
221	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	Mig1p KO	HXT2	OFF
222	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	Mig1p KO	SUC2	ON
223	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	Mig1p KO	MALS	OFF
224	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	Mig1p KO	HXT4	OFF
225	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	Mig1p KO	HXT5	OFF
226	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	Mig1p KO	number_4ORFs	OFF
227	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	Mig1p KO	SFC1	ON
228	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	Mig1p KO	Gal11p	ON
229	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	Mig1p KO	HXT1	OFF
230	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	Mig1p KO	PCK1	ON
231	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	Mig1p KO	MEL1	ON
232	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	Mig1p KO	HXT8	OFF
233	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	Mig1p KO	GAL7	ON
234	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	Mig1p KO	MLS1	ON
235	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	Mig1p KO	GAL10	ON
236	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	Mig1p KO	ACS1	ON
237	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	Mig1p KO	ICL1	ON
238	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	Mig1p KO	IDP2	ON
239	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	Mig1p KO	Mig3p	OFF
240	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	Mig1p KO	HXT3	OFF
241	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	Mig1p KO	MDH2	ON
242	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	Mig1p KO	FBP1	ON
243	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	Mig1p KO	GAL5	ON
244	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	Mig1p KO	JEN1	ON
245	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GRR1 KO,MIG1 CA,MIG3 CA	HXT2	OFF
246	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GRR1 KO,MIG1 CA,MIG3 CA	SUC2	ON
247	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GRR1 KO,MIG1 CA,MIG3 CA	MALS	ON
248	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GRR1 KO,MIG1 CA,MIG3 CA	HXT4	OFF
249	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GRR1 KO,MIG1 CA,MIG3 CA	HXT5	OFF
250	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GRR1 KO,MIG1 CA,MIG3 CA	number_4ORFs	OFF
251	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GRR1 KO,MIG1 CA,MIG3 CA	SFC1	ON
252	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GRR1 KO,MIG1 CA,MIG3 CA	Gal11p	ON
253	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GRR1 KO,MIG1 CA,MIG3 CA	HXT1	OFF
254	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GRR1 KO,MIG1 CA,MIG3 CA	PCK1	ON
255	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GRR1 KO,MIG1 CA,MIG3 CA	MEL1	ON
256	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GRR1 KO,MIG1 CA,MIG3 CA	HXT8	OFF
257	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GRR1 KO,MIG1 CA,MIG3 CA	GAL7	ON
258	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GRR1 KO,MIG1 CA,MIG3 CA	MLS1	ON
259	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GRR1 KO,MIG1 CA,MIG3 CA	GAL10	ON
260	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GRR1 KO,MIG1 CA,MIG3 CA	ACS1	ON
261	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GRR1 KO,MIG1 CA,MIG3 CA	ICL1	ON
262	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GRR1 KO,MIG1 CA,MIG3 CA	IDP2	ON
263	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GRR1 KO,MIG1 CA,MIG3 CA	Mig3p	OFF
264	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GRR1 KO,MIG1 CA,MIG3 CA	HXT3	OFF
265	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GRR1 KO,MIG1 CA,MIG3 CA	MDH2	ON
266	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GRR1 KO,MIG1 CA,MIG3 CA	FBP1	ON
267	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GRR1 KO,MIG1 CA,MIG3 CA	GAL5	ON
268	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GRR1 KO,MIG1 CA,MIG3 CA	JEN1	ON
269	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		HXT2	OFF
270	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		SUC2	OFF
271	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		MALS	OFF
272	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		HXT4	OFF
273	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		HXT5	ON
274	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		number_4ORFs	OFF
275	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		SFC1	OFF
276	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		Gal11p	ON
277	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		HXT1	ON
278	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		PCK1	OFF
279	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		MEL1	OFF
