ID	Score	Source	Perturbation	Observed node	Categorization
1	1.0	src=0,trika1=1	dum_cebp_il1ra KO,tpl2 CA	ccl2	OFF
2	1.0	src=0,trika1=1	dum_cebp_il1ra KO,tpl2 CA	cox2	Some
3	1.0	src=0,trika1=1	dum_cebp_il1ra KO,tpl2 CA	hgf	Some
4	1.0	src=0,trika1=1	dum_cebp_il1ra KO,tpl2 CA	il1b_new	OFF
5	1.0	src=0,trika1=1	dum_cebp_il1ra KO,tpl2 CA	il6	OFF
6	1.0	src=0,trika1=1	dum_cebp_il1ra KO,tpl2 CA	il8	OFF
7	1.0	src=0,trika1=1	dum_cebp_il1ra KO,tpl2 CA	irs1_ps	Some
8	1.0	src=0,trika1=1	dum_cebp_il1ra KO,tpl2 CA	lbp	Some
9	1.0	src=0,trika1=1	dum_cebp_il1ra KO,tpl2 CA	nc_nfkb_pathway	OFF
10	1.0	src=0,trika1=1	dum_cebp_il1ra KO,tpl2 CA	pi3k	OFF
11	1.0	src=0,trika1=1	dum_cebp_il1ra KO,tpl2 CA	saa	OFF
12	1.0	src=0,trika1=1	dum_cebp_il1ra KO,tpl2 CA	sil1r_ap	OFF
13	1.0	src=0,trika1=1	dum_cebp_il1ra KO,tpl2 CA	tdum_a20_traf6_ub	ON
14	1.0	src=0,trika1=1	dum_cebp_il1ra KO,tpl2 CA	tdum_cyt_p38_tak1_tab	OFF
15	1.0	src=0,trika1=1	dum_cebp_il1ra KO,tpl2 CA	tdum_hsp27_ps_traf6_ub	OFF
16	1.0	src=0,trika1=1	dum_cebp_il1ra KO,tpl2 CA	tdum_il1r2_il1rc	OFF
17	1.0	src=0,trika1=1	dum_cebp_il1ra KO,tpl2 CA	tdum_il1ra_ilr12	OFF
18	1.0	src=0,trika1=1	dum_cebp_il1ra KO,tpl2 CA	tdum_irak1c_irak12	OFF
19	1.0	src=0,trika1=1	dum_cebp_il1ra KO,tpl2 CA	tdum_mkp1_p38_jnk_erk12	Some
20	1.0	src=0,trika1=1	dum_cebp_il1ra KO,tpl2 CA	tdum_tpl2_degr_tp2	ON
21	1.0	src=1,trika1=1		akt	OFF
22	1.0	src=1,trika1=1		ccl2	OFF
23	1.0	src=1,trika1=1		cebpd	OFF
24	1.0	src=1,trika1=1		cox2	OFF
25	1.0	src=1,trika1=1		hgf	OFF
26	1.0	src=1,trika1=1		ikkaa	ON
27	1.0	src=1,trika1=1		il1b_new	OFF
28	1.0	src=1,trika1=1		il1r1	OFF
29	1.0	src=1,trika1=1		il6	OFF
30	1.0	src=1,trika1=1		il8	OFF
