ID	Score	Source	Perturbation	Observed node	Categorization
1	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	SNF3 KO,Snf3p CA	HXT2	ON
2	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	SNF3 KO,Snf3p CA	SUC2	OFF
3	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	SNF3 KO,Snf3p CA	MALS	OFF
4	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	SNF3 KO,Snf3p CA	HXT4	ON
5	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	SNF3 KO,Snf3p CA	HXT5	ON
6	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	SNF3 KO,Snf3p CA	number_4ORFs	OFF
7	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	SNF3 KO,Snf3p CA	SFC1	ON
8	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	SNF3 KO,Snf3p CA	Gal11p	ON
9	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	SNF3 KO,Snf3p CA	HXT1	ON
10	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	SNF3 KO,Snf3p CA	PCK1	ON
11	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	SNF3 KO,Snf3p CA	MEL1	ON
12	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	SNF3 KO,Snf3p CA	HXT8	ON
13	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	SNF3 KO,Snf3p CA	GAL7	ON
14	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	SNF3 KO,Snf3p CA	MLS1	ON
15	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	SNF3 KO,Snf3p CA	GAL10	ON
16	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	SNF3 KO,Snf3p CA	ACS1	ON
17	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	SNF3 KO,Snf3p CA	ICL1	ON
18	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	SNF3 KO,Snf3p CA	IDP2	ON
19	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	SNF3 KO,Snf3p CA	Mig3p	OFF
20	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	SNF3 KO,Snf3p CA	HXT3	ON
21	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	SNF3 KO,Snf3p CA	MDH2	ON
22	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	SNF3 KO,Snf3p CA	FBP1	ON
23	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	SNF3 KO,Snf3p CA	GAL5	Some
24	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	SNF3 KO,Snf3p CA	JEN1	ON
25	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL3 CA	HXT2	OFF
26	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL3 CA	SUC2	ON
27	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL3 CA	MALS	ON
28	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL3 CA	HXT4	OFF
29	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL3 CA	HXT5	OFF
30	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=1	GAL3 CA	number_4ORFs	OFF
