ID	Score	Source	Perturbation	Observed node	Categorization
42	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	Mig2p KO,Mth1p KO	ICL1	OFF
43	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	Mig2p KO,Mth1p KO	IDP2	OFF
44	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	Mig2p KO,Mth1p KO	Mig3p	ON
45	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	Mig2p KO,Mth1p KO	HXT3	ON
46	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	Mig2p KO,Mth1p KO	MDH2	OFF
47	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	Mig2p KO,Mth1p KO	FBP1	OFF
48	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	Mig2p KO,Mth1p KO	GAL5	OFF
49	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=0	Mig2p KO,Mth1p KO	JEN1	OFF
50	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	HXT2	OFF
51	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	SUC2	ON
52	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	MALS	OFF
53	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	HXT4	OFF
54	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	HXT5	OFF
55	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	number_4ORFs	OFF
56	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	SFC1	ON
57	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	Gal11p	ON
58	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	HXT1	OFF
59	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	PCK1	ON
60	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	MEL1	ON
61	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	HXT8	OFF
62	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	GAL7	ON
63	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	MLS1	ON
64	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	GAL10	ON
65	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	ACS1	ON
66	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	Gal1p	OFF
67	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	ICL1	ON
68	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	IDP2	ON
69	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	Mig3p	OFF
70	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	HXT3	OFF
71	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	MDH2	ON
72	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	FBP1	ON
73	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	GAL5	ON
74	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	GAL1 KO	JEN1	ON
75	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	HXT2	OFF
76	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	SUC2	OFF
77	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	Std1p	OFF
78	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	MALS	OFF
79	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	HXT4	OFF
80	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	HXT5	ON
81	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	number_4ORFs	OFF
82	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	SFC1	OFF
83	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	Gal11p	ON
84	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	HXT1	ON
85	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	PCK1	OFF
86	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	MEL1	OFF
87	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	HXT8	ON
88	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	GAL7	OFF
89	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	MLS1	OFF
90	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	GAL10	OFF
91	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	ACS1	OFF
92	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	ICL1	OFF
93	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	IDP2	OFF
94	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	Mig3p	ON
95	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	HXT3	ON
96	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	MDH2	OFF
97	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	FBP1	OFF
98	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	GAL5	OFF
99	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	SCF_grr1 CA,SIP4 KO	JEN1	OFF
100	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		Glc7Reg1	OFF
101	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		HXT2	OFF
102	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		SUC2	ON
103	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		MALS	OFF
104	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		HXT4	OFF
105	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		HXT5	OFF
106	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		number_4ORFs	OFF
107	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		SFC1	ON
108	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		Gal11p	ON
109	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		HXT1	OFF
110	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		MTH1	ON
111	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		PCK1	ON
112	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		MEL1	ON
113	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		HXT8	OFF
114	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		GAL7	ON
115	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		MLS1	ON
116	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		GAL10	ON
117	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		ACS1	ON
118	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		ICL1	ON
119	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		IDP2	ON
120	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		Mig3p	OFF
121	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		HXT3	OFF
122	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		MDH2	ON
123	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		FBP1	ON
124	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		GAL5	ON
125	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0		JEN1	ON
126	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	HXT2	OFF
127	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	SUC2	OFF
128	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	MALS	OFF
129	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	HXT4	OFF
130	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	HXT5	ON
131	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	number_4ORFs	OFF
132	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	SFC1	OFF
133	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	Gal11p	ON
134	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	HXT1	ON
135	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	PCK1	OFF
136	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	MEL1	OFF
137	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	HXT8	ON
138	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	GAL7	OFF
139	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	MLS1	OFF
140	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	GAL10	OFF
141	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	ACS1	OFF
142	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	ICL1	OFF
143	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	IDP2	OFF
144	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	Mig3p	ON
145	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	HXT3	ON
146	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	MDH2	OFF
147	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	FBP1	OFF
148	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	Gal4p	OFF
149	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	GAL5	OFF
150	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0	GAL2 CA	JEN1	OFF
151	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		HXT2	OFF
152	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		SUC2	ON
153	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		MALS	OFF
154	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		HXT4	OFF
155	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		CAT8	ON
156	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		HXT5	OFF
157	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		Sip4p	ON
158	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		number_4ORFs	OFF
159	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		SFC1	ON
160	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		Gal11p	ON
161	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		HXT1	OFF
162	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		GAL3	ON
163	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		PCK1	ON
164	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		MEL1	ON
165	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		HXT8	OFF
166	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		GAL7	ON
167	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		MLS1	ON
168	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		MalTp	ON
169	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		GAL10	ON
170	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		ACS1	ON
171	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		ICL1	ON
172	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		IDP2	ON
173	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		Mig3p	OFF
174	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		HXT3	OFF
175	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		MDH2	ON
176	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		FBP1	ON
177	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		GAL5	Some
178	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		JEN1	ON
179	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		HXT2	OFF
180	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		SUC2	OFF
181	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		MALS	OFF
182	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		HXT4	OFF
183	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		HXT5	ON
184	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		number_4ORFs	OFF
185	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		SFC1	OFF
186	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		Gal11p	ON
187	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		HXT1	ON
188	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		PCK1	OFF
189	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		MEL1	OFF
190	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		HXT8	ON
191	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		GAL7	OFF
192	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		MLS1	OFF
193	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		GAL10	OFF
194	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		ACS1	OFF
195	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		ICL1	OFF
196	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		IDP2	OFF
197	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		Mig3p	ON
198	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		HXT3	ON
199	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		MDH2	OFF
200	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		FBP1	OFF
201	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		GAL5	OFF
202	1.0	galactose_ext=1,glucose_ext=1,maltose_ext=0		JEN1	OFF
203	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		HXT2	OFF
204	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		SUC2	ON
205	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		MALS	ON
206	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		HXT4	OFF
207	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		HXT5	OFF
208	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		number_4ORFs	OFF
209	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		SFC1	ON
210	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		Gal11p	ON
211	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		HXT1	OFF
212	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		PCK1	ON
213	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		MEL1	ON
214	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		HXT8	OFF
215	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		GAL7	ON
216	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		MLS1	ON
217	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		GAL10	ON
218	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		ACS1	ON
219	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		ICL1	ON
220	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		IDP2	ON
221	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		Mig3p	OFF
222	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		Snf3p	OFF
223	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		HXT3	OFF
224	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		MDH2	ON
225	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		FBP1	ON
226	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		GAL5	Some
227	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=1		JEN1	ON
228	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1	MIG3 CA,RGT1 CA,Rgt2p CA	HXT2	OFF
229	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1	MIG3 CA,RGT1 CA,Rgt2p CA	SUC2	OFF
230	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1	MIG3 CA,RGT1 CA,Rgt2p CA	MALS	OFF
231	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1	MIG3 CA,RGT1 CA,Rgt2p CA	HXT4	OFF
232	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1	MIG3 CA,RGT1 CA,Rgt2p CA	HXT5	ON
233	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1	MIG3 CA,RGT1 CA,Rgt2p CA	number_4ORFs	OFF
234	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1	MIG3 CA,RGT1 CA,Rgt2p CA	SFC1	OFF
235	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1	MIG3 CA,RGT1 CA,Rgt2p CA	Gal11p	ON
236	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1	MIG3 CA,RGT1 CA,Rgt2p CA	HXT1	ON
237	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1	MIG3 CA,RGT1 CA,Rgt2p CA	PCK1	OFF
238	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1	MIG3 CA,RGT1 CA,Rgt2p CA	MEL1	OFF
239	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1	MIG3 CA,RGT1 CA,Rgt2p CA	HXT8	ON
240	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1	MIG3 CA,RGT1 CA,Rgt2p CA	GAL7	OFF
241	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1	MIG3 CA,RGT1 CA,Rgt2p CA	MLS1	OFF
242	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1	MIG3 CA,RGT1 CA,Rgt2p CA	GAL10	OFF
243	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1	MIG3 CA,RGT1 CA,Rgt2p CA	ACS1	OFF
244	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1	MIG3 CA,RGT1 CA,Rgt2p CA	ICL1	OFF
245	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1	MIG3 CA,RGT1 CA,Rgt2p CA	IDP2	OFF
246	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1	MIG3 CA,RGT1 CA,Rgt2p CA	Mig3p	ON
247	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1	MIG3 CA,RGT1 CA,Rgt2p CA	HXT3	ON
248	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1	MIG3 CA,RGT1 CA,Rgt2p CA	MDH2	OFF
249	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1	MIG3 CA,RGT1 CA,Rgt2p CA	FBP1	OFF
250	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1	MIG3 CA,RGT1 CA,Rgt2p CA	GAL5	OFF
251	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1	MIG3 CA,RGT1 CA,Rgt2p CA	JEN1	OFF
252	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	HXT2	OFF
253	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	SUC2	ON
254	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	MALS	OFF
255	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	HXT4	OFF
256	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	HXT5	OFF
257	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	number_4ORFs	OFF
258	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	SFC1	ON
259	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	Gal11p	ON
260	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	HXT1	OFF
261	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	PCK1	ON
262	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	MEL1	ON
263	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	Mig1p	OFF
264	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	HXT8	OFF
265	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	GAL7	ON
266	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	MLS1	ON
267	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	MalTp	ON
268	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	GAL10	ON
269	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	ACS1	ON
270	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	ICL1	ON
271	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	IDP2	ON
272	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	Mig3p	OFF
273	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	HXT3	OFF
274	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	MDH2	ON
275	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	FBP1	ON
276	1.0	galactose_ext=1,glucose_ext=0,maltose_ext=0	MALT CA	GAL5	ON
