ID	Score	Source	Perturbation	Observed node	Categorization
1	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		HXT2	OFF
2	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		SUC2	ON
3	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		MALS	OFF
4	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		HXT4	OFF
5	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		HXT5	OFF
6	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		number_4ORFs	OFF
7	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		SFC1	ON
8	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		Gal11p	ON
9	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		HXT1	OFF
10	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		PCK1	ON
11	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		MEL1	ON
12	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		HXT8	OFF
13	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		GAL7	ON
14	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		MLS1	ON
15	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		GAL10	ON
16	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		ACS1	ON
17	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		ICL1	ON
18	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		IDP2	ON
19	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		Mig3p	OFF
20	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		HXT3	OFF
21	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		MDH2	ON
22	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		FBP1	ON
23	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		GAL5	Some
24	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0		JEN1	ON
25	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		HXT2	OFF
26	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		SUC2	OFF
27	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		MALS	OFF
28	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		HXT4	OFF
29	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		HXT5	ON
30	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		Sip4p	OFF
31	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		number_4ORFs	OFF
32	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		SFC1	OFF
33	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		Gal11p	ON
34	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		HXT1	ON
35	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		PCK1	OFF
36	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		MEL1	OFF
37	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		HXT8	ON
38	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		GAL7	OFF
39	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		MLS1	OFF
40	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		GAL10	OFF
41	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		ACS1	OFF
42	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		ICL1	OFF
43	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		IDP2	OFF
44	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		Mig3p	ON
45	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		SCF_grr1	ON
46	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		HXT3	ON
47	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		MDH2	OFF
48	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		FBP1	OFF
49	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		GAL5	OFF
50	1.0	galactose_ext=0,glucose_ext=1,maltose_ext=1		JEN1	OFF
51	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	HXT2	OFF
52	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	SUC2	ON
53	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	MALS	OFF
54	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	HXT4	OFF
55	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	HXT5	OFF
56	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	number_4ORFs	OFF
57	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	SFC1	ON
58	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	Gal11p	ON
59	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	HXT1	OFF
60	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	PCK1	ON
61	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	MEL1	ON
62	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	HXT8	OFF
63	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	GAL7	ON
64	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	MLS1	ON
65	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	GAL10	ON
66	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	ACS1	ON
67	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	ICL1	ON
68	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	IDP2	ON
69	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	Gal2p	ON
70	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	Mig3p	OFF
71	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	HXT3	OFF
72	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	MDH2	ON
73	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	FBP1	ON
74	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	GAL5	ON
75	1.0	galactose_ext=0,glucose_ext=0,maltose_ext=0	Gal4p CA	JEN1	ON
