Regulator,Target,Sign,Model,Confidence Rank,Constraint,Direct
IL31,IL23,unknown,Fake,6,,
IL31,IL35,unknown,Fake,6,,
IL31,RORGT,unknown,Fake,6,,
IL31,GATA3,unknown,Fake,6,,
IL31,IL31,unknown,Fake,6,,
IL31,CMAF,unknown,Fake,6,,
IL31,IFNAR,unknown,Fake,6,,
IL31,IL36R,unknown,Fake,6,,
IL31,JAK1,unknown,Fake,6,,
IL31,IL21R,unknown,Fake,6,,
IL31,IL2RA,unknown,Fake,6,,
IL31,IRAK,unknown,Fake,6,,
IL31,IL5,unknown,Fake,6,,
IL31,IL1R,unknown,Fake,6,,
IL31,SMAD3,unknown,Fake,6,,
IL31,IL29R,unknown,Fake,6,,
IL31,PU1,unknown,Fake,6,,
IL31,CD4,unknown,Fake,6,,
IL31,IFNGR,unknown,Fake,6,,
IL31,IL10R,unknown,Fake,6,,
IL31,IL12RB1_2,unknown,Fake,6,,
IL31,IL4R,unknown,Fake,6,,
IL31,STAT5,unknown,Fake,6,,
IL31,IL23R,unknown,Fake,6,,
IL31,IL12RB2,unknown,Fake,6,,
IL31,ST2,unknown,Fake,6,,
IL31,IL4RA_2,unknown,Fake,6,,
IL31,IFNGR_2,unknown,Fake,6,,
IL31,TGFB,unknown,Fake,6,,
IL31,IL7R,unknown,Fake,6,,
IL31,SMAD2,unknown,Fake,6,,
IL31,IL3,unknown,Fake,6,,
IL31,IL2,unknown,Fake,6,,
IL31,IL9,unknown,Fake,6,,
IL31,NOTCH1,unknown,Fake,6,,
IL31,STAT1_2,unknown,Fake,6,,
IL31,IL2R,unknown,Fake,6,,
IL31,IL18R,unknown,Fake,6,,
IL31,SOCS1,unknown,Fake,6,,
IL31,IL1R1,unknown,Fake,6,,
IL31,CD8,unknown,Fake,6,,
IL31,STAT5_2,unknown,Fake,6,,
IL31,IL12R,unknown,Fake,6,,
IL31,IL22,unknown,Fake,6,,
IL31,IL4R_2,unknown,Fake,6,,
IL31,proliferation,unknown,Fake,6,,
IL31,IL15R,unknown,Fake,6,,
IL31,IL17,unknown,Fake,6,,
IL31,GZMB,unknown,Fake,6,,
IL31,THPOK,unknown,Fake,6,,
IL31,IL25R,unknown,Fake,6,,
IL31,IL2R_2,unknown,Fake,6,,
IL31,IFNG,unknown,Fake,6,,
IL31,IL33R,unknown,Fake,6,,
IL31,TBET,unknown,Fake,6,,
IL31,IL4,unknown,Fake,6,,
IL31,IL24,unknown,Fake,6,,
IL31,IRF1,unknown,Fake,6,,
IL31,EOMES,unknown,Fake,6,,
IL31,FOXP3,unknown,Fake,6,,
IL31,IL21,unknown,Fake,6,,
IL31,IL25,unknown,Fake,6,,
IL31,CD28,unknown,Fake,6,,
IL31,STAT6,unknown,Fake,6,,
IL31,IL6,unknown,Fake,6,,
IL31,STAT4,unknown,Fake,6,,
IL31,STAT1,unknown,Fake,6,,
IL31,IFNG_2,unknown,Fake,6,,
IL31,BCL6,unknown,Fake,6,,
IL31,IL13,unknown,Fake,6,,
IL31,TBET_2,unknown,Fake,6,,
IL31,RUNX3,unknown,Fake,6,,
CMAF,NFAT,unknown,Fake,6,,
CMAF,IL27R,unknown,Fake,6,,
CMAF,TCR,unknown,Fake,6,,
CMAF,PRF1,unknown,Fake,6,,
CMAF,STAT3,unknown,Fake,6,,
CMAF,NFKB,unknown,Fake,6,,
CMAF,IFNBR,unknown,Fake,6,,
CMAF,TGFBR,unknown,Fake,6,,
CMAF,IKB,unknown,Fake,6,,
CMAF,IL6R,unknown,Fake,6,,
CMAF,IL23,unknown,Fake,6,,
CMAF,IL35,unknown,Fake,6,,
CMAF,RORGT,unknown,Fake,6,,
CMAF,GATA3,unknown,Fake,6,,
CMAF,IL31,unknown,Fake,6,,
CMAF,CMAF,unknown,Fake,6,,
CMAF,IFNAR,unknown,Fake,6,,
CMAF,IL36R,unknown,Fake,6,,
CMAF,JAK1,unknown,Fake,6,,
CMAF,IL21R,unknown,Fake,6,,
CMAF,IL2RA,unknown,Fake,6,,
CMAF,IRAK,unknown,Fake,6,,
CMAF,IL5,unknown,Fake,6,,
CMAF,IL1R,unknown,Fake,6,,
CMAF,SMAD3,unknown,Fake,6,,
CMAF,IL29R,unknown,Fake,6,,
CMAF,PU1,unknown,Fake,6,,
CMAF,CD4,unknown,Fake,6,,
CMAF,IFNGR,unknown,Fake,6,,
CMAF,IL10R,unknown,Fake,6,,
CMAF,IL12RB1_2,unknown,Fake,6,,
CMAF,IL4R,unknown,Fake,6,,
CMAF,STAT5,unknown,Fake,6,,
CMAF,IL23R,unknown,Fake,6,,
CMAF,IL12RB2,unknown,Fake,6,,
CMAF,ST2,unknown,Fake,6,,
CMAF,IL4RA_2,unknown,Fake,6,,
CMAF,IFNGR_2,unknown,Fake,6,,
CMAF,TGFB,unknown,Fake,6,,
CMAF,IL7R,unknown,Fake,6,,
CMAF,SMAD2,unknown,Fake,6,,
CMAF,IL3,unknown,Fake,6,,
CMAF,IL2,unknown,Fake,6,,
CMAF,IL9,unknown,Fake,6,,
CMAF,NOTCH1,unknown,Fake,6,,
CMAF,STAT1_2,unknown,Fake,6,,
CMAF,IL2R,unknown,Fake,6,,
CMAF,IL18R,unknown,Fake,6,,
CMAF,SOCS1,unknown,Fake,6,,
CMAF,IL1R1,unknown,Fake,6,,
CMAF,CD8,unknown,Fake,6,,
CMAF,STAT5_2,unknown,Fake,6,,
CMAF,IL12R,unknown,Fake,6,,
CMAF,IL4R_2,unknown,Fake,6,,
CMAF,proliferation,unknown,Fake,6,,
CMAF,IL15R,unknown,Fake,6,,
CMAF,IL17,unknown,Fake,6,,
CMAF,GZMB,unknown,Fake,6,,
CMAF,THPOK,unknown,Fake,6,,
CMAF,IL25R,unknown,Fake,6,,
CMAF,IL2R_2,unknown,Fake,6,,
CMAF,IFNG,unknown,Fake,6,,
CMAF,IL33R,unknown,Fake,6,,
CMAF,TBET,unknown,Fake,6,,
CMAF,IL24,unknown,Fake,6,,
CMAF,IRF1,unknown,Fake,6,,
CMAF,EOMES,unknown,Fake,6,,
CMAF,FOXP3,unknown,Fake,6,,
CMAF,IL25,unknown,Fake,6,,
CMAF,CD28,unknown,Fake,6,,
CMAF,STAT6,unknown,Fake,6,,
CMAF,IL6,unknown,Fake,6,,
CMAF,STAT4,unknown,Fake,6,,
CMAF,STAT1,unknown,Fake,6,,
CMAF,IFNG_2,unknown,Fake,6,,
CMAF,BCL6,unknown,Fake,6,,
CMAF,IL13,unknown,Fake,6,,
CMAF,TBET_2,unknown,Fake,6,,
CMAF,RUNX3,unknown,Fake,6,,
IL36R,NFAT,unknown,Fake,6,,
IL36R,IL27R,unknown,Fake,6,,
IL36R,TCR,unknown,Fake,6,,
IL36R,PRF1,unknown,Fake,6,,
IL36R,STAT3,unknown,Fake,6,,
IL36R,IL10,unknown,Fake,6,,
IL36R,NFKB,unknown,Fake,6,,
IL36R,IFNBR,unknown,Fake,6,,
IL36R,TGFBR,unknown,Fake,6,,
IL36R,IKB,unknown,Fake,6,,
IL36R,IL6R,unknown,Fake,6,,
IL36R,IL23,unknown,Fake,6,,
IL36R,IL35,unknown,Fake,6,,
IL36R,RORGT,unknown,Fake,6,,
IL36R,GATA3,unknown,Fake,6,,
IL36R,IL31,unknown,Fake,6,,
IL36R,CMAF,unknown,Fake,6,,
IL36R,IFNAR,unknown,Fake,6,,
IL36R,IL36R,unknown,Fake,6,,
IL36R,JAK1,unknown,Fake,6,,
IL36R,IL21R,unknown,Fake,6,,
IL36R,IL2RA,unknown,Fake,6,,
IL36R,IRAK,unknown,Fake,6,,
IL36R,IL5,unknown,Fake,6,,
IL36R,IL1R,unknown,Fake,6,,
IL36R,SMAD3,unknown,Fake,6,,
IL36R,IL29R,unknown,Fake,6,,
IL36R,PU1,unknown,Fake,6,,
IL36R,CD4,unknown,Fake,6,,
IL36R,IFNGR,unknown,Fake,6,,
IL36R,IL10R,unknown,Fake,6,,
IL36R,IL12RB1_2,unknown,Fake,6,,
IL36R,IL4R,unknown,Fake,6,,
IL36R,STAT5,unknown,Fake,6,,
IL36R,IL23R,unknown,Fake,6,,
IL36R,IL12RB2,unknown,Fake,6,,
IL36R,ST2,unknown,Fake,6,,
IL36R,IL4RA_2,unknown,Fake,6,,
IL36R,IFNGR_2,unknown,Fake,6,,
IL36R,TGFB,unknown,Fake,6,,
IL36R,IL7R,unknown,Fake,6,,
IL36R,SMAD2,unknown,Fake,6,,
IL36R,IL3,unknown,Fake,6,,
IL36R,IL2,unknown,Fake,6,,
IL36R,IL9,unknown,Fake,6,,
IL36R,NOTCH1,unknown,Fake,6,,
IL36R,STAT1_2,unknown,Fake,6,,
IL36R,IL2R,unknown,Fake,6,,
IL36R,IL18R,unknown,Fake,6,,
IL36R,SOCS1,unknown,Fake,6,,
IL36R,IL1R1,unknown,Fake,6,,
IL36R,CD8,unknown,Fake,6,,
IL36R,STAT5_2,unknown,Fake,6,,
IL36R,IL12R,unknown,Fake,6,,
IL36R,IL22,unknown,Fake,6,,
IL36R,IL4R_2,unknown,Fake,6,,
IL36R,proliferation,unknown,Fake,6,,
IL36R,IL15R,unknown,Fake,6,,
IL36R,IL17,unknown,Fake,6,,
IL36R,GZMB,unknown,Fake,6,,
IL36R,THPOK,unknown,Fake,6,,
IL36R,IL25R,unknown,Fake,6,,
IL36R,IL2R_2,unknown,Fake,6,,
IL36R,IFNG,unknown,Fake,6,,
IL36R,IL33R,unknown,Fake,6,,
IL36R,IL4,unknown,Fake,6,,
IL36R,IL24,unknown,Fake,6,,
IL36R,IRF1,unknown,Fake,6,,
IL36R,EOMES,unknown,Fake,6,,
IL36R,FOXP3,unknown,Fake,6,,
IL36R,IL21,unknown,Fake,6,,
IL36R,IL25,unknown,Fake,6,,
IL36R,CD28,unknown,Fake,6,,
IL36R,STAT6,unknown,Fake,6,,
IL36R,IL6,unknown,Fake,6,,
IL36R,STAT4,unknown,Fake,6,,
IL36R,STAT1,unknown,Fake,6,,
IL36R,IFNG_2,unknown,Fake,6,,
IL36R,BCL6,unknown,Fake,6,,
IL36R,IL13,unknown,Fake,6,,
IL36R,RUNX3,unknown,Fake,6,,
IFNAR,NFAT,unknown,Fake,6,,
IFNAR,IL27R,unknown,Fake,6,,
IFNAR,TCR,unknown,Fake,6,,
IFNAR,PRF1,unknown,Fake,6,,
IFNAR,STAT3,unknown,Fake,6,,
IFNAR,IL10,unknown,Fake,6,,
IFNAR,NFKB,unknown,Fake,6,,
IFNAR,IFNBR,unknown,Fake,6,,
IFNAR,TGFBR,unknown,Fake,6,,
IFNAR,IKB,unknown,Fake,6,,
IFNAR,IL6R,unknown,Fake,6,,
IFNAR,IL23,unknown,Fake,6,,
IFNAR,IL35,unknown,Fake,6,,
IFNAR,RORGT,unknown,Fake,6,,
IFNAR,GATA3,unknown,Fake,6,,
IFNAR,IL31,unknown,Fake,6,,
IFNAR,CMAF,unknown,Fake,6,,
IFNAR,IFNAR,unknown,Fake,6,,
IFNAR,IL36R,unknown,Fake,6,,
IFNAR,JAK1,unknown,Fake,6,,
IFNAR,IL21R,unknown,Fake,6,,
IFNAR,IL2RA,unknown,Fake,6,,
IFNAR,IRAK,unknown,Fake,6,,
IFNAR,IL5,unknown,Fake,6,,
IFNAR,IL1R,unknown,Fake,6,,
IFNAR,SMAD3,unknown,Fake,6,,
IFNAR,IL29R,unknown,Fake,6,,
IFNAR,PU1,unknown,Fake,6,,
IFNAR,CD4,unknown,Fake,6,,
IFNAR,IFNGR,unknown,Fake,6,,
IFNAR,IL10R,unknown,Fake,6,,
IFNAR,IL12RB1_2,unknown,Fake,6,,
IFNAR,IL4R,unknown,Fake,6,,
IFNAR,STAT5,unknown,Fake,6,,
IFNAR,IL23R,unknown,Fake,6,,
IFNAR,IL12RB2,unknown,Fake,6,,
IFNAR,ST2,unknown,Fake,6,,
IFNAR,IL4RA_2,unknown,Fake,6,,
IFNAR,IFNGR_2,unknown,Fake,6,,
IFNAR,TGFB,unknown,Fake,6,,
IFNAR,IL7R,unknown,Fake,6,,
IFNAR,SMAD2,unknown,Fake,6,,
IFNAR,IL3,unknown,Fake,6,,
IFNAR,IL2,unknown,Fake,6,,
IFNAR,IL9,unknown,Fake,6,,
IFNAR,NOTCH1,unknown,Fake,6,,
IFNAR,IL2R,unknown,Fake,6,,
IFNAR,IL18R,unknown,Fake,6,,
IFNAR,SOCS1,unknown,Fake,6,,
IFNAR,IL1R1,unknown,Fake,6,,
IFNAR,CD8,unknown,Fake,6,,
IFNAR,STAT5_2,unknown,Fake,6,,
IFNAR,IL12R,unknown,Fake,6,,
IFNAR,IL22,unknown,Fake,6,,
IFNAR,IL4R_2,unknown,Fake,6,,
IFNAR,proliferation,unknown,Fake,6,,
IFNAR,IL15R,unknown,Fake,6,,
IFNAR,IL17,unknown,Fake,6,,
IFNAR,GZMB,unknown,Fake,6,,
IFNAR,THPOK,unknown,Fake,6,,
IFNAR,IL25R,unknown,Fake,6,,
IFNAR,IL2R_2,unknown,Fake,6,,
IFNAR,IFNG,unknown,Fake,6,,
IFNAR,IL33R,unknown,Fake,6,,
IFNAR,TBET,unknown,Fake,6,,
IFNAR,IL4,unknown,Fake,6,,
IFNAR,IL24,unknown,Fake,6,,
IFNAR,IRF1,unknown,Fake,6,,
IFNAR,EOMES,unknown,Fake,6,,
IFNAR,FOXP3,unknown,Fake,6,,
IFNAR,IL21,unknown,Fake,6,,
IFNAR,IL25,unknown,Fake,6,,
IFNAR,CD28,unknown,Fake,6,,
IFNAR,STAT6,unknown,Fake,6,,
IFNAR,IL6,unknown,Fake,6,,
IFNAR,STAT4,unknown,Fake,6,,
IFNAR,IFNG_2,unknown,Fake,6,,
IFNAR,BCL6,unknown,Fake,6,,
IFNAR,IL13,unknown,Fake,6,,
IFNAR,TBET_2,unknown,Fake,6,,
IFNAR,RUNX3,unknown,Fake,6,,
JAK1,NFAT,unknown,Fake,6,,
JAK1,IL27R,unknown,Fake,6,,
JAK1,TCR,unknown,Fake,6,,
JAK1,PRF1,unknown,Fake,6,,
JAK1,STAT3,unknown,Fake,6,,
JAK1,IL10,unknown,Fake,6,,
JAK1,NFKB,unknown,Fake,6,,
JAK1,IFNBR,unknown,Fake,6,,
JAK1,TGFBR,unknown,Fake,6,,
JAK1,IKB,unknown,Fake,6,,
JAK1,IL6R,unknown,Fake,6,,
JAK1,IL23,unknown,Fake,6,,
JAK1,IL35,unknown,Fake,6,,
JAK1,RORGT,unknown,Fake,6,,
JAK1,GATA3,unknown,Fake,6,,
JAK1,IL31,unknown,Fake,6,,
JAK1,CMAF,unknown,Fake,6,,
JAK1,IFNAR,unknown,Fake,6,,
JAK1,IL36R,unknown,Fake,6,,
JAK1,JAK1,unknown,Fake,6,,
JAK1,IL21R,unknown,Fake,6,,
JAK1,IL2RA,unknown,Fake,6,,
JAK1,IRAK,unknown,Fake,6,,
JAK1,IL5,unknown,Fake,6,,
JAK1,IL1R,unknown,Fake,6,,
JAK1,SMAD3,unknown,Fake,6,,
JAK1,IL29R,unknown,Fake,6,,
JAK1,PU1,unknown,Fake,6,,
JAK1,CD4,unknown,Fake,6,,
JAK1,IFNGR,unknown,Fake,6,,
JAK1,IL10R,unknown,Fake,6,,
JAK1,IL12RB1_2,unknown,Fake,6,,
JAK1,IL4R,unknown,Fake,6,,
JAK1,STAT5,unknown,Fake,6,,
JAK1,IL23R,unknown,Fake,6,,
JAK1,IL12RB2,unknown,Fake,6,,
JAK1,ST2,unknown,Fake,6,,
JAK1,IL4RA_2,unknown,Fake,6,,
JAK1,IFNGR_2,unknown,Fake,6,,
JAK1,TGFB,unknown,Fake,6,,
JAK1,IL7R,unknown,Fake,6,,
JAK1,SMAD2,unknown,Fake,6,,
JAK1,IL3,unknown,Fake,6,,
JAK1,IL2,unknown,Fake,6,,
JAK1,IL9,unknown,Fake,6,,
JAK1,NOTCH1,unknown,Fake,6,,
JAK1,IL2R,unknown,Fake,6,,
JAK1,IL18R,unknown,Fake,6,,
JAK1,SOCS1,unknown,Fake,6,,
JAK1,IL1R1,unknown,Fake,6,,
JAK1,CD8,unknown,Fake,6,,
JAK1,STAT5_2,unknown,Fake,6,,
JAK1,IL12R,unknown,Fake,6,,
JAK1,IL22,unknown,Fake,6,,
JAK1,IL4R_2,unknown,Fake,6,,
JAK1,proliferation,unknown,Fake,6,,
JAK1,IL15R,unknown,Fake,6,,
JAK1,IL17,unknown,Fake,6,,
JAK1,GZMB,unknown,Fake,6,,
JAK1,THPOK,unknown,Fake,6,,
JAK1,IL25R,unknown,Fake,6,,
JAK1,IL2R_2,unknown,Fake,6,,
JAK1,IFNG,unknown,Fake,6,,
JAK1,IL33R,unknown,Fake,6,,
JAK1,TBET,unknown,Fake,6,,
JAK1,IL4,unknown,Fake,6,,
JAK1,IL24,unknown,Fake,6,,
JAK1,IRF1,unknown,Fake,6,,
JAK1,EOMES,unknown,Fake,6,,
JAK1,FOXP3,unknown,Fake,6,,
JAK1,IL21,unknown,Fake,6,,
JAK1,IL25,unknown,Fake,6,,
JAK1,CD28,unknown,Fake,6,,
JAK1,STAT6,unknown,Fake,6,,
JAK1,IL6,unknown,Fake,6,,
JAK1,STAT4,unknown,Fake,6,,
JAK1,IFNG_2,unknown,Fake,6,,
JAK1,BCL6,unknown,Fake,6,,
JAK1,IL13,unknown,Fake,6,,
JAK1,TBET_2,unknown,Fake,6,,
JAK1,RUNX3,unknown,Fake,6,,
IL21R,NFAT,unknown,Fake,6,,
IL21R,IL27R,unknown,Fake,6,,
IL21R,TCR,unknown,Fake,6,,
IL21R,PRF1,unknown,Fake,6,,
IL21R,IL10,unknown,Fake,6,,
IL21R,NFKB,unknown,Fake,6,,
IL21R,IFNBR,unknown,Fake,6,,
IL21R,TGFBR,unknown,Fake,6,,
IL21R,IKB,unknown,Fake,6,,
IL21R,IL6R,unknown,Fake,6,,
IL21R,IL23,unknown,Fake,6,,
IL21R,IL35,unknown,Fake,6,,
IL21R,RORGT,unknown,Fake,6,,
IL21R,GATA3,unknown,Fake,6,,
IL21R,IL31,unknown,Fake,6,,
IL21R,CMAF,unknown,Fake,6,,
IL21R,IFNAR,unknown,Fake,6,,
IL21R,IL36R,unknown,Fake,6,,
IL21R,JAK1,unknown,Fake,6,,
IL21R,IL21R,unknown,Fake,6,,
IL21R,IL2RA,unknown,Fake,6,,
IL21R,IRAK,unknown,Fake,6,,
IL21R,IL5,unknown,Fake,6,,
IL21R,IL1R,unknown,Fake,6,,
IL21R,SMAD3,unknown,Fake,6,,
IL21R,IL29R,unknown,Fake,6,,
IL21R,PU1,unknown,Fake,6,,
IL21R,CD4,unknown,Fake,6,,
IL21R,IFNGR,unknown,Fake,6,,
IL21R,IL10R,unknown,Fake,6,,
IL21R,IL12RB1_2,unknown,Fake,6,,
IL21R,IL4R,unknown,Fake,6,,
IL21R,STAT5,unknown,Fake,6,,
IL21R,IL23R,unknown,Fake,6,,
IL21R,IL12RB2,unknown,Fake,6,,
IL21R,ST2,unknown,Fake,6,,
IL21R,IL4RA_2,unknown,Fake,6,,
IL21R,IFNGR_2,unknown,Fake,6,,
IL21R,TGFB,unknown,Fake,6,,
IL21R,IL7R,unknown,Fake,6,,
IL21R,SMAD2,unknown,Fake,6,,
IL21R,IL3,unknown,Fake,6,,
IL21R,IL2,unknown,Fake,6,,
IL21R,IL9,unknown,Fake,6,,
IL21R,NOTCH1,unknown,Fake,6,,
IL21R,STAT1_2,unknown,Fake,6,,
IL21R,IL2R,unknown,Fake,6,,
IL21R,IL18R,unknown,Fake,6,,
IL21R,SOCS1,unknown,Fake,6,,
IL21R,IL1R1,unknown,Fake,6,,
IL21R,CD8,unknown,Fake,6,,
IL21R,STAT5_2,unknown,Fake,6,,
IL21R,IL12R,unknown,Fake,6,,
IL21R,IL22,unknown,Fake,6,,
IL21R,IL4R_2,unknown,Fake,6,,
IL21R,proliferation,unknown,Fake,6,,
IL21R,IL15R,unknown,Fake,6,,
IL21R,IL17,unknown,Fake,6,,
IL21R,GZMB,unknown,Fake,6,,
IL21R,THPOK,unknown,Fake,6,,
IL21R,IL25R,unknown,Fake,6,,
IL21R,IL2R_2,unknown,Fake,6,,
IL21R,IFNG,unknown,Fake,6,,
IL21R,IL33R,unknown,Fake,6,,
IL21R,TBET,unknown,Fake,6,,
IL21R,IL4,unknown,Fake,6,,
IL21R,IL24,unknown,Fake,6,,
IL21R,IRF1,unknown,Fake,6,,
IL21R,EOMES,unknown,Fake,6,,
IL21R,FOXP3,unknown,Fake,6,,
IL21R,IL21,unknown,Fake,6,,
IL21R,IL25,unknown,Fake,6,,
IL21R,CD28,unknown,Fake,6,,
IL21R,STAT6,unknown,Fake,6,,
IL21R,IL6,unknown,Fake,6,,
IL21R,STAT4,unknown,Fake,6,,
IL21R,STAT1,unknown,Fake,6,,
IL21R,IFNG_2,unknown,Fake,6,,
IL21R,BCL6,unknown,Fake,6,,
IL21R,IL13,unknown,Fake,6,,
IL21R,TBET_2,unknown,Fake,6,,
IL21R,RUNX3,unknown,Fake,6,,
JAK3,NFAT,unknown,Fake,6,,
JAK3,IL27R,unknown,Fake,6,,
JAK3,TCR,unknown,Fake,6,,
JAK3,PRF1,unknown,Fake,6,,
JAK3,IL10,unknown,Fake,6,,
JAK3,NFKB,unknown,Fake,6,,
JAK3,IFNBR,unknown,Fake,6,,
JAK3,TGFBR,unknown,Fake,6,,
JAK3,IKB,unknown,Fake,6,,
JAK3,IL6R,unknown,Fake,6,,
JAK3,IL23,unknown,Fake,6,,
JAK3,IL35,unknown,Fake,6,,
JAK3,RORGT,unknown,Fake,6,,
JAK3,GATA3,unknown,Fake,6,,
JAK3,IL31,unknown,Fake,6,,
JAK3,CMAF,unknown,Fake,6,,
JAK3,IFNAR,unknown,Fake,6,,
JAK3,IL36R,unknown,Fake,6,,
JAK3,JAK1,unknown,Fake,6,,
JAK3,IL21R,unknown,Fake,6,,
JAK3,IL2RA,unknown,Fake,6,,
JAK3,IRAK,unknown,Fake,6,,
JAK3,IL5,unknown,Fake,6,,
JAK3,IL1R,unknown,Fake,6,,
JAK3,SMAD3,unknown,Fake,6,,
JAK3,IL29R,unknown,Fake,6,,
JAK3,PU1,unknown,Fake,6,,
JAK3,CD4,unknown,Fake,6,,
JAK3,IFNGR,unknown,Fake,6,,
JAK3,IL10R,unknown,Fake,6,,
JAK3,IL12RB1_2,unknown,Fake,6,,
JAK3,IL4R,unknown,Fake,6,,
JAK3,STAT5,unknown,Fake,6,,
JAK3,IL23R,unknown,Fake,6,,
JAK3,IL12RB2,unknown,Fake,6,,
JAK3,ST2,unknown,Fake,6,,
JAK3,IL4RA_2,unknown,Fake,6,,
JAK3,IFNGR_2,unknown,Fake,6,,
JAK3,TGFB,unknown,Fake,6,,
JAK3,IL7R,unknown,Fake,6,,
JAK3,SMAD2,unknown,Fake,6,,
JAK3,IL3,unknown,Fake,6,,
JAK3,IL2,unknown,Fake,6,,
JAK3,IL9,unknown,Fake,6,,
JAK3,NOTCH1,unknown,Fake,6,,
JAK3,STAT1_2,unknown,Fake,6,,
JAK3,IL2R,unknown,Fake,6,,
JAK3,IL18R,unknown,Fake,6,,
JAK3,SOCS1,unknown,Fake,6,,
JAK3,IL1R1,unknown,Fake,6,,
JAK3,CD8,unknown,Fake,6,,
JAK3,STAT5_2,unknown,Fake,6,,
JAK3,IL12R,unknown,Fake,6,,
JAK3,IL22,unknown,Fake,6,,
JAK3,IL4R_2,unknown,Fake,6,,
JAK3,proliferation,unknown,Fake,6,,
JAK3,IL15R,unknown,Fake,6,,
JAK3,IL17,unknown,Fake,6,,
JAK3,GZMB,unknown,Fake,6,,
JAK3,THPOK,unknown,Fake,6,,
JAK3,IL25R,unknown,Fake,6,,
JAK3,IL2R_2,unknown,Fake,6,,
JAK3,IFNG,unknown,Fake,6,,
JAK3,IL33R,unknown,Fake,6,,
JAK3,TBET,unknown,Fake,6,,
JAK3,IL4,unknown,Fake,6,,
JAK3,IL24,unknown,Fake,6,,
JAK3,IRF1,unknown,Fake,6,,
JAK3,EOMES,unknown,Fake,6,,
JAK3,FOXP3,unknown,Fake,6,,
JAK3,IL21,unknown,Fake,6,,
JAK3,IL25,unknown,Fake,6,,
JAK3,CD28,unknown,Fake,6,,
JAK3,STAT6,unknown,Fake,6,,
JAK3,IL6,unknown,Fake,6,,
JAK3,STAT4,unknown,Fake,6,,
JAK3,STAT1,unknown,Fake,6,,
JAK3,IFNG_2,unknown,Fake,6,,
JAK3,BCL6,unknown,Fake,6,,
JAK3,IL13,unknown,Fake,6,,
JAK3,TBET_2,unknown,Fake,6,,
JAK3,RUNX3,unknown,Fake,6,,
IL2RA,NFAT,unknown,Fake,6,,
IL2RA,IL27R,unknown,Fake,6,,
IL2RA,TCR,unknown,Fake,6,,
IL2RA,PRF1,unknown,Fake,6,,
IL2RA,STAT3,unknown,Fake,6,,
IL2RA,IL10,unknown,Fake,6,,
IL2RA,NFKB,unknown,Fake,6,,
IL2RA,IFNBR,unknown,Fake,6,,
IL2RA,TGFBR,unknown,Fake,6,,
IL2RA,IKB,unknown,Fake,6,,
IL2RA,IL6R,unknown,Fake,6,,
IL2RA,IL23,unknown,Fake,6,,
IL2RA,IL35,unknown,Fake,6,,
IL2RA,RORGT,unknown,Fake,6,,
IL2RA,GATA3,unknown,Fake,6,,
IL2RA,IL31,unknown,Fake,6,,
IL2RA,CMAF,unknown,Fake,6,,
IL2RA,IFNAR,unknown,Fake,6,,
IL2RA,IL36R,unknown,Fake,6,,
IL2RA,JAK1,unknown,Fake,6,,
IL2RA,IL21R,unknown,Fake,6,,
IL2RA,IL2RA,unknown,Fake,6,,
IL2RA,IRAK,unknown,Fake,6,,
IL2RA,IL5,unknown,Fake,6,,
IL2RA,IL1R,unknown,Fake,6,,
IL2RA,SMAD3,unknown,Fake,6,,
IL2RA,IL29R,unknown,Fake,6,,
IL2RA,PU1,unknown,Fake,6,,
IL2RA,CD4,unknown,Fake,6,,
IL2RA,IFNGR,unknown,Fake,6,,
IL2RA,IL10R,unknown,Fake,6,,
IL2RA,IL12RB1_2,unknown,Fake,6,,
IL2RA,IL4R,unknown,Fake,6,,
IL2RA,STAT5,unknown,Fake,6,,
IL2RA,IL23R,unknown,Fake,6,,
IL2RA,IL12RB2,unknown,Fake,6,,
IL2RA,ST2,unknown,Fake,6,,
IL2RA,IL4RA_2,unknown,Fake,6,,
IL2RA,IFNGR_2,unknown,Fake,6,,
IL2RA,TGFB,unknown,Fake,6,,
IL2RA,IL7R,unknown,Fake,6,,
IL2RA,SMAD2,unknown,Fake,6,,
IL2RA,IL3,unknown,Fake,6,,
IL2RA,IL2,unknown,Fake,6,,
IL2RA,IL9,unknown,Fake,6,,
IL2RA,NOTCH1,unknown,Fake,6,,
IL2RA,STAT1_2,unknown,Fake,6,,
IL2RA,IL2R,unknown,Fake,6,,
IL2RA,IL18R,unknown,Fake,6,,
IL2RA,SOCS1,unknown,Fake,6,,
IL2RA,IL1R1,unknown,Fake,6,,
IL2RA,CD8,unknown,Fake,6,,
IL2RA,STAT5_2,unknown,Fake,6,,
IL2RA,IL12R,unknown,Fake,6,,
IL2RA,IL22,unknown,Fake,6,,
IL2RA,IL4R_2,unknown,Fake,6,,
IL2RA,proliferation,unknown,Fake,6,,
IL2RA,IL15R,unknown,Fake,6,,
IL2RA,IL17,unknown,Fake,6,,
IL2RA,GZMB,unknown,Fake,6,,
IL2RA,THPOK,unknown,Fake,6,,
IL2RA,IL25R,unknown,Fake,6,,
IL2RA,IFNG,unknown,Fake,6,,
IL2RA,IL33R,unknown,Fake,6,,
IL2RA,TBET,unknown,Fake,6,,
IL2RA,IL4,unknown,Fake,6,,
IL2RA,IL24,unknown,Fake,6,,
IL2RA,IRF1,unknown,Fake,6,,
IL2RA,EOMES,unknown,Fake,6,,
