Regulator,Target,Sign,Model,Confidence Rank,Constraint,Direct
IL21_e,IFNBR,unknown,Fake,6,,
IL21_e,IKB,unknown,Fake,6,,
IL21_e,IFNAR,unknown,Fake,6,,
IL21_e,IL36R,unknown,Fake,6,,
IL21_e,IL29R,unknown,Fake,6,,
IL21_e,IL7R,unknown,Fake,6,,
IL21_e,NOTCH1,unknown,Fake,6,,
IL21_e,IL15R,unknown,Fake,6,,
IL21_e,CD28,unknown,Fake,6,,
IL6R,IL27R,unknown,Fake,6,,
IL6R,TCR,unknown,Fake,6,,
IL6R,IFNBR,unknown,Fake,6,,
IL6R,IKB,unknown,Fake,6,,
IL6R,IFNAR,unknown,Fake,6,,
IL6R,IL36R,unknown,Fake,6,,
IL6R,IL29R,unknown,Fake,6,,
IL6R,IL7R,unknown,Fake,6,,
IL6R,NOTCH1,unknown,Fake,6,,
IL6R,IL15R,unknown,Fake,6,,
IL6R,CD28,unknown,Fake,6,,
IL23,IL27R,unknown,Fake,6,,
IL23,TCR,unknown,Fake,6,,
IL23,IFNBR,unknown,Fake,6,,
IL23,IKB,unknown,Fake,6,,
IL23,IFNAR,unknown,Fake,6,,
IL23,IL36R,unknown,Fake,6,,
IL23,IL29R,unknown,Fake,6,,
IL23,IL7R,unknown,Fake,6,,
IL23,NOTCH1,unknown,Fake,6,,
IL23,IL15R,unknown,Fake,6,,
IL23,CD28,unknown,Fake,6,,
IL12_e,IL27R,unknown,Fake,6,,
IL12_e,TCR,unknown,Fake,6,,
IL12_e,IFNBR,unknown,Fake,6,,
IL12_e,IKB,unknown,Fake,6,,
IL12_e,IFNAR,unknown,Fake,6,,
IL12_e,IL36R,unknown,Fake,6,,
IL12_e,IL29R,unknown,Fake,6,,
IL12_e,IL7R,unknown,Fake,6,,
IL12_e,NOTCH1,unknown,Fake,6,,
IL12_e,IL15R,unknown,Fake,6,,
IL12_e,CD28,unknown,Fake,6,,
RORGT,IL27R,unknown,Fake,6,,
RORGT,TCR,unknown,Fake,6,,
RORGT,IFNBR,unknown,Fake,6,,
RORGT,IKB,unknown,Fake,6,,
RORGT,IFNAR,unknown,Fake,6,,
RORGT,IL36R,unknown,Fake,6,,
RORGT,IL29R,unknown,Fake,6,,
RORGT,IL7R,unknown,Fake,6,,
RORGT,NOTCH1,unknown,Fake,6,,
RORGT,IL15R,unknown,Fake,6,,
RORGT,CD28,unknown,Fake,6,,
GATA3,IL27R,unknown,Fake,6,,
GATA3,TCR,unknown,Fake,6,,
GATA3,IFNBR,unknown,Fake,6,,
GATA3,IKB,unknown,Fake,6,,
GATA3,IFNAR,unknown,Fake,6,,
GATA3,IL36R,unknown,Fake,6,,
GATA3,IL29R,unknown,Fake,6,,
GATA3,IL7R,unknown,Fake,6,,
GATA3,NOTCH1,unknown,Fake,6,,
GATA3,IL15R,unknown,Fake,6,,
GATA3,CD28,unknown,Fake,6,,
IL35,NFAT,unknown,Fake,6,,
IL35,IL27R,unknown,Fake,6,,
IL35,TCR,unknown,Fake,6,,
IL35,PRF1,unknown,Fake,6,,
IL35,STAT3,unknown,Fake,6,,
IL35,IL10,unknown,Fake,6,,
IL35,NFKB,unknown,Fake,6,,
IL35,IFNBR,unknown,Fake,6,,
IL35,TGFBR,unknown,Fake,6,,
IL35,IKB,unknown,Fake,6,,
IL35,IL6R,unknown,Fake,6,,
IL35,IL23,unknown,Fake,6,,
IL35,IL35,unknown,Fake,6,,
IL35,RORGT,unknown,Fake,6,,
IL35,GATA3,unknown,Fake,6,,
IL35,IL31,unknown,Fake,6,,
IL35,CMAF,unknown,Fake,6,,
IL35,IFNAR,unknown,Fake,6,,
IL35,IL36R,unknown,Fake,6,,
IL35,JAK1,unknown,Fake,6,,
IL35,IL21R,unknown,Fake,6,,
IL35,IL2RA,unknown,Fake,6,,
IL35,IRAK,unknown,Fake,6,,
IL35,IL5,unknown,Fake,6,,
IL35,IL1R,unknown,Fake,6,,
IL35,SMAD3,unknown,Fake,6,,
IL35,IL29R,unknown,Fake,6,,
IL35,PU1,unknown,Fake,6,,
IL35,CD4,unknown,Fake,6,,
IL35,IFNGR,unknown,Fake,6,,
IL35,IL10R,unknown,Fake,6,,
IL35,IL12RB1_2,unknown,Fake,6,,
IL35,IL4R,unknown,Fake,6,,
IL35,STAT5,unknown,Fake,6,,
IL35,IL23R,unknown,Fake,6,,
IL35,IL12RB2,unknown,Fake,6,,
IL35,ST2,unknown,Fake,6,,
IL35,IL4RA_2,unknown,Fake,6,,
IL35,IFNGR_2,unknown,Fake,6,,
IL35,TGFB,unknown,Fake,6,,
IL35,IL7R,unknown,Fake,6,,
IL35,SMAD2,unknown,Fake,6,,
IL35,IL3,unknown,Fake,6,,
IL35,IL2,unknown,Fake,6,,
IL35,IL9,unknown,Fake,6,,
IL35,NOTCH1,unknown,Fake,6,,
IL35,STAT1_2,unknown,Fake,6,,
IL35,IL2R,unknown,Fake,6,,
IL35,IL18R,unknown,Fake,6,,
IL35,SOCS1,unknown,Fake,6,,
IL35,IL1R1,unknown,Fake,6,,
IL35,CD8,unknown,Fake,6,,
IL35,STAT5_2,unknown,Fake,6,,
IL35,IL12R,unknown,Fake,6,,
IL35,IL22,unknown,Fake,6,,
IL35,IL4R_2,unknown,Fake,6,,
IL35,proliferation,unknown,Fake,6,,
IL35,IL15R,unknown,Fake,6,,
IL35,IL17,unknown,Fake,6,,
IL35,GZMB,unknown,Fake,6,,
IL35,THPOK,unknown,Fake,6,,
IL35,IL25R,unknown,Fake,6,,
IL35,IL2R_2,unknown,Fake,6,,
IL35,IFNG,unknown,Fake,6,,
IL35,IL33R,unknown,Fake,6,,
IL35,TBET,unknown,Fake,6,,
IL35,IL4,unknown,Fake,6,,
IL35,IL24,unknown,Fake,6,,
IL35,IRF1,unknown,Fake,6,,
IL35,EOMES,unknown,Fake,6,,
IL35,FOXP3,unknown,Fake,6,,
IL35,IL21,unknown,Fake,6,,
IL35,IL25,unknown,Fake,6,,
IL35,CD28,unknown,Fake,6,,
IL35,STAT6,unknown,Fake,6,,
IL35,IL6,unknown,Fake,6,,
IL35,STAT4,unknown,Fake,6,,
IL35,STAT1,unknown,Fake,6,,
IL35,IFNG_2,unknown,Fake,6,,
IL35,BCL6,unknown,Fake,6,,
IL35,IL13,unknown,Fake,6,,
IL35,TBET_2,unknown,Fake,6,,
IL35,RUNX3,unknown,Fake,6,,
IL31,NFAT,unknown,Fake,6,,
IL31,IL27R,unknown,Fake,6,,
IL31,TCR,unknown,Fake,6,,
IL31,PRF1,unknown,Fake,6,,
IL31,STAT3,unknown,Fake,6,,
IL31,IL10,unknown,Fake,6,,
IL31,NFKB,unknown,Fake,6,,
IL31,IFNBR,unknown,Fake,6,,
IL31,TGFBR,unknown,Fake,6,,
IL31,IKB,unknown,Fake,6,,
IL31,IL6R,unknown,Fake,6,,
IL31,IL23,unknown,Fake,6,,
IL31,IL35,unknown,Fake,6,,
IL31,RORGT,unknown,Fake,6,,
IL31,GATA3,unknown,Fake,6,,
IL31,IL31,unknown,Fake,6,,
IL31,CMAF,unknown,Fake,6,,
IL31,IFNAR,unknown,Fake,6,,
IL31,IL36R,unknown,Fake,6,,
IL31,JAK1,unknown,Fake,6,,
IL31,IL21R,unknown,Fake,6,,
IL31,IL2RA,unknown,Fake,6,,
IL31,IRAK,unknown,Fake,6,,
IL31,IL5,unknown,Fake,6,,
IL31,IL1R,unknown,Fake,6,,
IL31,SMAD3,unknown,Fake,6,,
IL31,IL29R,unknown,Fake,6,,
IL31,PU1,unknown,Fake,6,,
IL31,CD4,unknown,Fake,6,,
IL31,IFNGR,unknown,Fake,6,,
IL31,IL10R,unknown,Fake,6,,
IL31,IL12RB1_2,unknown,Fake,6,,
IL31,IL4R,unknown,Fake,6,,
IL31,STAT5,unknown,Fake,6,,
IL31,IL23R,unknown,Fake,6,,
IL31,IL12RB2,unknown,Fake,6,,
IL31,ST2,unknown,Fake,6,,
IL31,IL4RA_2,unknown,Fake,6,,
IL31,IFNGR_2,unknown,Fake,6,,
IL31,TGFB,unknown,Fake,6,,
IL31,IL7R,unknown,Fake,6,,
IL31,SMAD2,unknown,Fake,6,,
IL31,IL3,unknown,Fake,6,,
IL31,IL2,unknown,Fake,6,,
IL31,IL9,unknown,Fake,6,,
IL31,NOTCH1,unknown,Fake,6,,
IL31,STAT1_2,unknown,Fake,6,,
IL31,IL2R,unknown,Fake,6,,
IL31,IL18R,unknown,Fake,6,,
IL31,SOCS1,unknown,Fake,6,,
IL31,IL1R1,unknown,Fake,6,,
IL31,CD8,unknown,Fake,6,,
IL31,STAT5_2,unknown,Fake,6,,
IL31,IL12R,unknown,Fake,6,,
IL31,IL22,unknown,Fake,6,,
IL31,IL4R_2,unknown,Fake,6,,
IL31,proliferation,unknown,Fake,6,,
IL31,IL15R,unknown,Fake,6,,
IL31,IL17,unknown,Fake,6,,
IL31,GZMB,unknown,Fake,6,,
IL31,THPOK,unknown,Fake,6,,
IL31,IL25R,unknown,Fake,6,,
IL31,IL2R_2,unknown,Fake,6,,
IL31,IFNG,unknown,Fake,6,,
IL31,IL33R,unknown,Fake,6,,
IL31,TBET,unknown,Fake,6,,
IL31,IL4,unknown,Fake,6,,
IL31,IL24,unknown,Fake,6,,
IL31,IRF1,unknown,Fake,6,,
IL31,EOMES,unknown,Fake,6,,
IL31,FOXP3,unknown,Fake,6,,
IL31,IL21,unknown,Fake,6,,
IL31,IL25,unknown,Fake,6,,
IL31,CD28,unknown,Fake,6,,
IL31,STAT6,unknown,Fake,6,,
IL31,IL6,unknown,Fake,6,,
IL31,STAT4,unknown,Fake,6,,
IL31,STAT1,unknown,Fake,6,,
IL31,IFNG_2,unknown,Fake,6,,
IL31,BCL6,unknown,Fake,6,,
IL31,IL13,unknown,Fake,6,,
IL31,TBET_2,unknown,Fake,6,,
IL31,RUNX3,unknown,Fake,6,,
CMAF,IL27R,unknown,Fake,6,,
CMAF,TCR,unknown,Fake,6,,
CMAF,IFNBR,unknown,Fake,6,,
CMAF,IKB,unknown,Fake,6,,
CMAF,IFNAR,unknown,Fake,6,,
CMAF,IL36R,unknown,Fake,6,,
CMAF,IL29R,unknown,Fake,6,,
CMAF,IL7R,unknown,Fake,6,,
CMAF,NOTCH1,unknown,Fake,6,,
CMAF,IL15R,unknown,Fake,6,,
CMAF,CD28,unknown,Fake,6,,
IL36R,IL27R,unknown,Fake,6,,
IL36R,TCR,unknown,Fake,6,,
IL36R,IFNBR,unknown,Fake,6,,
IL36R,IKB,unknown,Fake,6,,
IL36R,IFNAR,unknown,Fake,6,,
IL36R,IL36R,unknown,Fake,6,,
IL36R,IL29R,unknown,Fake,6,,
IL36R,IL7R,unknown,Fake,6,,
IL36R,NOTCH1,unknown,Fake,6,,
IL36R,IL15R,unknown,Fake,6,,
IL36R,CD28,unknown,Fake,6,,
IFNAR,IL27R,unknown,Fake,6,,
IFNAR,TCR,unknown,Fake,6,,
IFNAR,IFNBR,unknown,Fake,6,,
IFNAR,IKB,unknown,Fake,6,,
IFNAR,IFNAR,unknown,Fake,6,,
IFNAR,IL36R,unknown,Fake,6,,
IFNAR,IL29R,unknown,Fake,6,,
IFNAR,IL7R,unknown,Fake,6,,
IFNAR,NOTCH1,unknown,Fake,6,,
IFNAR,IL15R,unknown,Fake,6,,
IFNAR,CD28,unknown,Fake,6,,
JAK1,IL27R,unknown,Fake,6,,
JAK1,TCR,unknown,Fake,6,,
JAK1,IFNBR,unknown,Fake,6,,
JAK1,IKB,unknown,Fake,6,,
JAK1,IFNAR,unknown,Fake,6,,
JAK1,IL36R,unknown,Fake,6,,
JAK1,IL29R,unknown,Fake,6,,
JAK1,IL7R,unknown,Fake,6,,
JAK1,NOTCH1,unknown,Fake,6,,
JAK1,IL15R,unknown,Fake,6,,
JAK1,CD28,unknown,Fake,6,,
IL21R,IL27R,unknown,Fake,6,,
IL21R,TCR,unknown,Fake,6,,
IL21R,IFNBR,unknown,Fake,6,,
IL21R,IKB,unknown,Fake,6,,
IL21R,IFNAR,unknown,Fake,6,,
IL21R,IL36R,unknown,Fake,6,,
IL21R,IL29R,unknown,Fake,6,,
IL21R,IL7R,unknown,Fake,6,,
IL21R,NOTCH1,unknown,Fake,6,,
IL21R,IL15R,unknown,Fake,6,,
IL21R,CD28,unknown,Fake,6,,
JAK3,IL27R,unknown,Fake,6,,
JAK3,TCR,unknown,Fake,6,,
JAK3,IFNBR,unknown,Fake,6,,
JAK3,IKB,unknown,Fake,6,,
JAK3,IFNAR,unknown,Fake,6,,
JAK3,IL36R,unknown,Fake,6,,
JAK3,IL29R,unknown,Fake,6,,
JAK3,IL7R,unknown,Fake,6,,
JAK3,NOTCH1,unknown,Fake,6,,
JAK3,IL15R,unknown,Fake,6,,
JAK3,CD28,unknown,Fake,6,,
IL2RA,IL27R,unknown,Fake,6,,
IL2RA,TCR,unknown,Fake,6,,
IL2RA,IFNBR,unknown,Fake,6,,
IL2RA,IKB,unknown,Fake,6,,
IL2RA,IFNAR,unknown,Fake,6,,
IL2RA,IL36R,unknown,Fake,6,,
IL2RA,IL29R,unknown,Fake,6,,
IL2RA,IL7R,unknown,Fake,6,,
IL2RA,NOTCH1,unknown,Fake,6,,
IL2RA,IL15R,unknown,Fake,6,,
IL2RA,CD28,unknown,Fake,6,,
IRAK,IL27R,unknown,Fake,6,,
IRAK,TCR,unknown,Fake,6,,
IRAK,IFNBR,unknown,Fake,6,,
IRAK,IKB,unknown,Fake,6,,
IRAK,IFNAR,unknown,Fake,6,,
IRAK,IL36R,unknown,Fake,6,,
IRAK,IL29R,unknown,Fake,6,,
IRAK,IL7R,unknown,Fake,6,,
IRAK,NOTCH1,unknown,Fake,6,,
IRAK,IL15R,unknown,Fake,6,,
IRAK,CD28,unknown,Fake,6,,
IL5,NFAT,unknown,Fake,6,,
IL5,IL27R,unknown,Fake,6,,
IL5,TCR,unknown,Fake,6,,
IL5,PRF1,unknown,Fake,6,,
IL5,STAT3,unknown,Fake,6,,
IL5,IL10,unknown,Fake,6,,
IL5,NFKB,unknown,Fake,6,,
IL5,IFNBR,unknown,Fake,6,,
IL5,TGFBR,unknown,Fake,6,,
IL5,IKB,unknown,Fake,6,,
IL5,IL6R,unknown,Fake,6,,
IL5,IL23,unknown,Fake,6,,
IL5,IL35,unknown,Fake,6,,
IL5,RORGT,unknown,Fake,6,,
IL5,GATA3,unknown,Fake,6,,
IL5,IL31,unknown,Fake,6,,
IL5,CMAF,unknown,Fake,6,,
IL5,IFNAR,unknown,Fake,6,,
IL5,IL36R,unknown,Fake,6,,
IL5,JAK1,unknown,Fake,6,,
IL5,IL21R,unknown,Fake,6,,
IL5,IL2RA,unknown,Fake,6,,
IL5,IRAK,unknown,Fake,6,,
IL5,IL5,unknown,Fake,6,,
IL5,IL1R,unknown,Fake,6,,
IL5,SMAD3,unknown,Fake,6,,
IL5,IL29R,unknown,Fake,6,,
IL5,PU1,unknown,Fake,6,,
IL5,CD4,unknown,Fake,6,,
IL5,IFNGR,unknown,Fake,6,,
IL5,IL10R,unknown,Fake,6,,
IL5,IL12RB1_2,unknown,Fake,6,,
IL5,IL4R,unknown,Fake,6,,
IL5,STAT5,unknown,Fake,6,,
IL5,IL23R,unknown,Fake,6,,
IL5,IL12RB2,unknown,Fake,6,,
IL5,ST2,unknown,Fake,6,,
IL5,IL4RA_2,unknown,Fake,6,,
IL5,IFNGR_2,unknown,Fake,6,,
IL5,TGFB,unknown,Fake,6,,
IL5,IL7R,unknown,Fake,6,,
IL5,SMAD2,unknown,Fake,6,,
IL5,IL3,unknown,Fake,6,,
IL5,IL2,unknown,Fake,6,,
IL5,IL9,unknown,Fake,6,,
IL5,NOTCH1,unknown,Fake,6,,
IL5,STAT1_2,unknown,Fake,6,,
IL5,IL2R,unknown,Fake,6,,
IL5,IL18R,unknown,Fake,6,,
IL5,SOCS1,unknown,Fake,6,,
IL5,IL1R1,unknown,Fake,6,,
IL5,CD8,unknown,Fake,6,,
IL5,STAT5_2,unknown,Fake,6,,
IL5,IL12R,unknown,Fake,6,,
IL5,IL22,unknown,Fake,6,,
IL5,IL4R_2,unknown,Fake,6,,
IL5,proliferation,unknown,Fake,6,,
IL5,IL15R,unknown,Fake,6,,
IL5,IL17,unknown,Fake,6,,
IL5,GZMB,unknown,Fake,6,,
IL5,THPOK,unknown,Fake,6,,
IL5,IL25R,unknown,Fake,6,,
IL5,IL2R_2,unknown,Fake,6,,
IL5,IFNG,unknown,Fake,6,,
IL5,IL33R,unknown,Fake,6,,
IL5,TBET,unknown,Fake,6,,
IL5,IL4,unknown,Fake,6,,
IL5,IL24,unknown,Fake,6,,
IL5,IRF1,unknown,Fake,6,,
IL5,EOMES,unknown,Fake,6,,
IL5,FOXP3,unknown,Fake,6,,
IL5,IL21,unknown,Fake,6,,
IL5,IL25,unknown,Fake,6,,
IL5,CD28,unknown,Fake,6,,
IL5,STAT6,unknown,Fake,6,,
IL5,IL6,unknown,Fake,6,,
IL5,STAT4,unknown,Fake,6,,
IL5,STAT1,unknown,Fake,6,,
IL5,IFNG_2,unknown,Fake,6,,
IL5,BCL6,unknown,Fake,6,,
IL5,IL13,unknown,Fake,6,,
IL5,TBET_2,unknown,Fake,6,,
IL5,RUNX3,unknown,Fake,6,,
IFNB_e,IL27R,unknown,Fake,6,,
IFNB_e,TCR,unknown,Fake,6,,
IFNB_e,IKB,unknown,Fake,6,,
IFNB_e,IL36R,unknown,Fake,6,,
IFNB_e,IL29R,unknown,Fake,6,,
IFNB_e,IL7R,unknown,Fake,6,,
IFNB_e,NOTCH1,unknown,Fake,6,,
IFNB_e,IL15R,unknown,Fake,6,,
IFNB_e,CD28,unknown,Fake,6,,
APC,IL27R,unknown,Fake,6,,
APC,IFNBR,unknown,Fake,6,,
APC,IFNAR,unknown,Fake,6,,
APC,IL36R,unknown,Fake,6,,
APC,IL29R,unknown,Fake,6,,
APC,NOTCH1,unknown,Fake,6,,
APC,IL15R,unknown,Fake,6,,
IL1R,IL27R,unknown,Fake,6,,
IL1R,TCR,unknown,Fake,6,,
IL1R,IFNBR,unknown,Fake,6,,
IL1R,IKB,unknown,Fake,6,,
IL1R,IFNAR,unknown,Fake,6,,
IL1R,IL36R,unknown,Fake,6,,
IL1R,IL29R,unknown,Fake,6,,
IL1R,IL7R,unknown,Fake,6,,
IL1R,NOTCH1,unknown,Fake,6,,
IL1R,IL15R,unknown,Fake,6,,
IL1R,CD28,unknown,Fake,6,,
SMAD3,IL27R,unknown,Fake,6,,
SMAD3,TCR,unknown,Fake,6,,
SMAD3,IFNBR,unknown,Fake,6,,
SMAD3,IKB,unknown,Fake,6,,
SMAD3,IFNAR,unknown,Fake,6,,
SMAD3,IL36R,unknown,Fake,6,,
SMAD3,IL29R,unknown,Fake,6,,
SMAD3,IL7R,unknown,Fake,6,,
SMAD3,NOTCH1,unknown,Fake,6,,
SMAD3,IL15R,unknown,Fake,6,,
SMAD3,CD28,unknown,Fake,6,,
DLL1,IL27R,unknown,Fake,6,,
DLL1,TCR,unknown,Fake,6,,
DLL1,IFNBR,unknown,Fake,6,,
DLL1,IKB,unknown,Fake,6,,
DLL1,IFNAR,unknown,Fake,6,,
DLL1,IL36R,unknown,Fake,6,,
DLL1,IL29R,unknown,Fake,6,,
DLL1,IL7R,unknown,Fake,6,,
DLL1,IL15R,unknown,Fake,6,,
DLL1,CD28,unknown,Fake,6,,
IL25_e,IL27R,unknown,Fake,6,,
IL25_e,TCR,unknown,Fake,6,,
IL25_e,IFNBR,unknown,Fake,6,,
IL25_e,IKB,unknown,Fake,6,,
IL25_e,IFNAR,unknown,Fake,6,,
IL25_e,IL36R,unknown,Fake,6,,
IL25_e,IL29R,unknown,Fake,6,,
IL25_e,IL7R,unknown,Fake,6,,
IL25_e,NOTCH1,unknown,Fake,6,,
IL25_e,IL15R,unknown,Fake,6,,
IL25_e,CD28,unknown,Fake,6,,
IL29R,IL27R,unknown,Fake,6,,
IL29R,TCR,unknown,Fake,6,,
IL29R,IFNBR,unknown,Fake,6,,
IL29R,IKB,unknown,Fake,6,,
IL29R,IFNAR,unknown,Fake,6,,
IL29R,IL36R,unknown,Fake,6,,
IL29R,IL29R,unknown,Fake,6,,
IL29R,IL7R,unknown,Fake,6,,
IL29R,NOTCH1,unknown,Fake,6,,
IL29R,IL15R,unknown,Fake,6,,
IL29R,CD28,unknown,Fake,6,,
PU1,IL27R,unknown,Fake,6,,
PU1,TCR,unknown,Fake,6,,
PU1,IFNBR,unknown,Fake,6,,
PU1,IKB,unknown,Fake,6,,
PU1,IFNAR,unknown,Fake,6,,
PU1,IL36R,unknown,Fake,6,,
PU1,IL29R,unknown,Fake,6,,
PU1,IL7R,unknown,Fake,6,,
PU1,NOTCH1,unknown,Fake,6,,
PU1,IL15R,unknown,Fake,6,,
PU1,CD28,unknown,Fake,6,,
TGFB_e,IL27R,unknown,Fake,6,,
TGFB_e,TCR,unknown,Fake,6,,
TGFB_e,IFNBR,unknown,Fake,6,,
TGFB_e,IKB,unknown,Fake,6,,
TGFB_e,IFNAR,unknown,Fake,6,,
TGFB_e,IL36R,unknown,Fake,6,,
TGFB_e,IL29R,unknown,Fake,6,,
TGFB_e,IL7R,unknown,Fake,6,,
TGFB_e,NOTCH1,unknown,Fake,6,,
TGFB_e,IL15R,unknown,Fake,6,,
TGFB_e,CD28,unknown,Fake,6,,
CD4,IL27R,unknown,Fake,6,,
CD4,TCR,unknown,Fake,6,,
CD4,IFNBR,unknown,Fake,6,,
CD4,IKB,unknown,Fake,6,,
CD4,IFNAR,unknown,Fake,6,,
CD4,IL36R,unknown,Fake,6,,
CD4,IL29R,unknown,Fake,6,,
CD4,IL7R,unknown,Fake,6,,
CD4,NOTCH1,unknown,Fake,6,,
CD4,IL15R,unknown,Fake,6,,
CD4,CD28,unknown,Fake,6,,
IFNGR,IL27R,unknown,Fake,6,,
IFNGR,TCR,unknown,Fake,6,,
IFNGR,IFNBR,unknown,Fake,6,,
IFNGR,IKB,unknown,Fake,6,,
IFNGR,IFNAR,unknown,Fake,6,,
IFNGR,IL36R,unknown,Fake,6,,
IFNGR,IL29R,unknown,Fake,6,,
IFNGR,IL7R,unknown,Fake,6,,
IFNGR,NOTCH1,unknown,Fake,6,,
IFNGR,IL15R,unknown,Fake,6,,
IFNGR,CD28,unknown,Fake,6,,
IL10R,IL27R,unknown,Fake,6,,
IL10R,TCR,unknown,Fake,6,,
IL10R,IFNBR,unknown,Fake,6,,
IL10R,IKB,unknown,Fake,6,,
IL10R,IFNAR,unknown,Fake,6,,
IL10R,IL36R,unknown,Fake,6,,
IL10R,IL29R,unknown,Fake,6,,
IL10R,IL7R,unknown,Fake,6,,
IL10R,NOTCH1,unknown,Fake,6,,
IL10R,IL15R,unknown,Fake,6,,
IL10R,CD28,unknown,Fake,6,,
IL12RB1_2,IL27R,unknown,Fake,6,,
IL12RB1_2,TCR,unknown,Fake,6,,
IL12RB1_2,IFNBR,unknown,Fake,6,,
IL12RB1_2,IKB,unknown,Fake,6,,
IL12RB1_2,IFNAR,unknown,Fake,6,,
IL12RB1_2,IL36R,unknown,Fake,6,,
IL12RB1_2,IL29R,unknown,Fake,6,,
IL12RB1_2,IL7R,unknown,Fake,6,,
IL12RB1_2,NOTCH1,unknown,Fake,6,,
IL12RB1_2,IL15R,unknown,Fake,6,,
IL12RB1_2,CD28,unknown,Fake,6,,
IL4R,IL27R,unknown,Fake,6,,
IL4R,TCR,unknown,Fake,6,,
IL4R,IFNBR,unknown,Fake,6,,
IL4R,IKB,unknown,Fake,6,,
IL4R,IFNAR,unknown,Fake,6,,
IL4R,IL36R,unknown,Fake,6,,
IL4R,IL29R,unknown,Fake,6,,
IL4R,IL7R,unknown,Fake,6,,
IL4R,NOTCH1,unknown,Fake,6,,
IL4R,IL15R,unknown,Fake,6,,
IL4R,CD28,unknown,Fake,6,,
STAT5,IL27R,unknown,Fake,6,,
STAT5,TCR,unknown,Fake,6,,
STAT5,IFNBR,unknown,Fake,6,,
STAT5,IKB,unknown,Fake,6,,
STAT5,IFNAR,unknown,Fake,6,,
STAT5,IL36R,unknown,Fake,6,,
STAT5,IL29R,unknown,Fake,6,,
STAT5,IL7R,unknown,Fake,6,,
STAT5,NOTCH1,unknown,Fake,6,,
STAT5,IL15R,unknown,Fake,6,,
STAT5,CD28,unknown,Fake,6,,
IL12RB2,IL27R,unknown,Fake,6,,
IL12RB2,TCR,unknown,Fake,6,,
IL12RB2,IFNBR,unknown,Fake,6,,
IL12RB2,IKB,unknown,Fake,6,,
IL12RB2,IFNAR,unknown,Fake,6,,
IL12RB2,IL36R,unknown,Fake,6,,
IL12RB2,IL29R,unknown,Fake,6,,
IL12RB2,IL7R,unknown,Fake,6,,
IL12RB2,NOTCH1,unknown,Fake,6,,
IL12RB2,IL15R,unknown,Fake,6,,
IL12RB2,CD28,unknown,Fake,6,,
IL23R,IL27R,unknown,Fake,6,,
IL23R,TCR,unknown,Fake,6,,
IL23R,IFNBR,unknown,Fake,6,,
IL23R,IKB,unknown,Fake,6,,
IL23R,IFNAR,unknown,Fake,6,,
IL23R,IL36R,unknown,Fake,6,,
IL23R,IL29R,unknown,Fake,6,,
IL23R,IL7R,unknown,Fake,6,,
IL23R,NOTCH1,unknown,Fake,6,,
IL23R,IL15R,unknown,Fake,6,,
IL23R,CD28,unknown,Fake,6,,
IFNG_e,IL27R,unknown,Fake,6,,
IFNG_e,TCR,unknown,Fake,6,,
IFNG_e,IFNBR,unknown,Fake,6,,
IFNG_e,IKB,unknown,Fake,6,,
IFNG_e,IFNAR,unknown,Fake,6,,
IFNG_e,IL36R,unknown,Fake,6,,
IFNG_e,IL29R,unknown,Fake,6,,
IFNG_e,IL7R,unknown,Fake,6,,
IFNG_e,NOTCH1,unknown,Fake,6,,
IFNG_e,IL15R,unknown,Fake,6,,
IFNG_e,CD28,unknown,Fake,6,,
ST2,IL27R,unknown,Fake,6,,
ST2,TCR,unknown,Fake,6,,
ST2,IFNBR,unknown,Fake,6,,
ST2,IKB,unknown,Fake,6,,
ST2,IFNAR,unknown,Fake,6,,
ST2,IL36R,unknown,Fake,6,,
ST2,IL29R,unknown,Fake,6,,
ST2,IL7R,unknown,Fake,6,,
ST2,NOTCH1,unknown,Fake,6,,
ST2,IL15R,unknown,Fake,6,,
ST2,CD28,unknown,Fake,6,,
IL4RA_2,IL27R,unknown,Fake,6,,
IL4RA_2,TCR,unknown,Fake,6,,
IL4RA_2,IFNBR,unknown,Fake,6,,
IL4RA_2,IKB,unknown,Fake,6,,
IL4RA_2,IFNAR,unknown,Fake,6,,
IL4RA_2,IL36R,unknown,Fake,6,,
IL4RA_2,IL29R,unknown,Fake,6,,
IL4RA_2,IL7R,unknown,Fake,6,,
IL4RA_2,NOTCH1,unknown,Fake,6,,
IL4RA_2,IL15R,unknown,Fake,6,,
IL4RA_2,CD28,unknown,Fake,6,,
IFNGR_2,IL27R,unknown,Fake,6,,
IFNGR_2,TCR,unknown,Fake,6,,
IFNGR_2,IFNBR,unknown,Fake,6,,
IFNGR_2,IKB,unknown,Fake,6,,
IFNGR_2,IFNAR,unknown,Fake,6,,
IFNGR_2,IL36R,unknown,Fake,6,,
IFNGR_2,IL29R,unknown,Fake,6,,
IFNGR_2,IL7R,unknown,Fake,6,,
IFNGR_2,NOTCH1,unknown,Fake,6,,
IFNGR_2,IL15R,unknown,Fake,6,,
IFNGR_2,CD28,unknown,Fake,6,,
IL23_e,IL27R,unknown,Fake,6,,
IL23_e,TCR,unknown,Fake,6,,
IL23_e,IFNBR,unknown,Fake,6,,
IL23_e,IKB,unknown,Fake,6,,
IL23_e,IFNAR,unknown,Fake,6,,
IL23_e,IL36R,unknown,Fake,6,,
IL23_e,IL29R,unknown,Fake,6,,
IL23_e,IL7R,unknown,Fake,6,,
