Regulator,Target,Sign,Model,Confidence Rank,Constraint,Direct
IL23_e,NOTCH1,unknown,Fake,6,,
IL23_e,IL15R,unknown,Fake,6,,
IL23_e,CD28,unknown,Fake,6,,
TGFB,IL27R,unknown,Fake,6,,
TGFB,TCR,unknown,Fake,6,,
TGFB,IFNBR,unknown,Fake,6,,
TGFB,IKB,unknown,Fake,6,,
TGFB,IFNAR,unknown,Fake,6,,
TGFB,IL36R,unknown,Fake,6,,
TGFB,IL29R,unknown,Fake,6,,
TGFB,IL7R,unknown,Fake,6,,
TGFB,NOTCH1,unknown,Fake,6,,
TGFB,IL15R,unknown,Fake,6,,
TGFB,CD28,unknown,Fake,6,,
IL36_e,IL27R,unknown,Fake,6,,
IL36_e,TCR,unknown,Fake,6,,
IL36_e,IFNBR,unknown,Fake,6,,
IL36_e,IKB,unknown,Fake,6,,
IL36_e,IFNAR,unknown,Fake,6,,
IL36_e,IL29R,unknown,Fake,6,,
IL36_e,IL7R,unknown,Fake,6,,
IL36_e,NOTCH1,unknown,Fake,6,,
IL36_e,IL15R,unknown,Fake,6,,
IL36_e,CD28,unknown,Fake,6,,
IL33_e,IL27R,unknown,Fake,6,,
IL33_e,TCR,unknown,Fake,6,,
IL33_e,IFNBR,unknown,Fake,6,,
IL33_e,IKB,unknown,Fake,6,,
IL33_e,IFNAR,unknown,Fake,6,,
IL33_e,IL36R,unknown,Fake,6,,
IL33_e,IL29R,unknown,Fake,6,,
IL33_e,IL7R,unknown,Fake,6,,
IL33_e,NOTCH1,unknown,Fake,6,,
IL33_e,IL15R,unknown,Fake,6,,
IL33_e,CD28,unknown,Fake,6,,
IL18_e,IL27R,unknown,Fake,6,,
IL18_e,TCR,unknown,Fake,6,,
IL18_e,IFNBR,unknown,Fake,6,,
IL18_e,IKB,unknown,Fake,6,,
IL18_e,IFNAR,unknown,Fake,6,,
IL18_e,IL36R,unknown,Fake,6,,
IL18_e,IL29R,unknown,Fake,6,,
IL18_e,IL7R,unknown,Fake,6,,
IL18_e,NOTCH1,unknown,Fake,6,,
IL18_e,IL15R,unknown,Fake,6,,
IL18_e,CD28,unknown,Fake,6,,
IL7R,IL27R,unknown,Fake,6,,
IL7R,TCR,unknown,Fake,6,,
IL7R,IFNBR,unknown,Fake,6,,
IL7R,IKB,unknown,Fake,6,,
IL7R,IFNAR,unknown,Fake,6,,
IL7R,IL36R,unknown,Fake,6,,
IL7R,IL29R,unknown,Fake,6,,
IL7R,IL7R,unknown,Fake,6,,
IL7R,NOTCH1,unknown,Fake,6,,
IL7R,IL15R,unknown,Fake,6,,
IL7R,CD28,unknown,Fake,6,,
IL4_e,IL27R,unknown,Fake,6,,
IL4_e,TCR,unknown,Fake,6,,
IL4_e,IFNBR,unknown,Fake,6,,
IL4_e,IKB,unknown,Fake,6,,
IL4_e,IFNAR,unknown,Fake,6,,
IL4_e,IL36R,unknown,Fake,6,,
IL4_e,IL29R,unknown,Fake,6,,
IL4_e,IL7R,unknown,Fake,6,,
IL4_e,NOTCH1,unknown,Fake,6,,
IL4_e,IL15R,unknown,Fake,6,,
IL4_e,CD28,unknown,Fake,6,,
SMAD2,IL27R,unknown,Fake,6,,
SMAD2,TCR,unknown,Fake,6,,
SMAD2,IFNBR,unknown,Fake,6,,
SMAD2,IKB,unknown,Fake,6,,
SMAD2,IFNAR,unknown,Fake,6,,
SMAD2,IL36R,unknown,Fake,6,,
SMAD2,IL29R,unknown,Fake,6,,
SMAD2,IL7R,unknown,Fake,6,,
SMAD2,NOTCH1,unknown,Fake,6,,
SMAD2,IL15R,unknown,Fake,6,,
SMAD2,CD28,unknown,Fake,6,,
IFNA_e,IL27R,unknown,Fake,6,,
IFNA_e,TCR,unknown,Fake,6,,
IFNA_e,IFNBR,unknown,Fake,6,,
IFNA_e,IKB,unknown,Fake,6,,
IFNA_e,IL36R,unknown,Fake,6,,
IFNA_e,IL29R,unknown,Fake,6,,
IFNA_e,IL7R,unknown,Fake,6,,
IFNA_e,NOTCH1,unknown,Fake,6,,
IFNA_e,IL15R,unknown,Fake,6,,
IFNA_e,CD28,unknown,Fake,6,,
IL3,NFAT,unknown,Fake,6,,
IL3,IL27R,unknown,Fake,6,,
IL3,TCR,unknown,Fake,6,,
IL3,PRF1,unknown,Fake,6,,
IL3,STAT3,unknown,Fake,6,,
IL3,IL10,unknown,Fake,6,,
IL3,NFKB,unknown,Fake,6,,
IL3,IFNBR,unknown,Fake,6,,
IL3,TGFBR,unknown,Fake,6,,
IL3,IKB,unknown,Fake,6,,
IL3,IL6R,unknown,Fake,6,,
IL3,IL23,unknown,Fake,6,,
IL3,IL35,unknown,Fake,6,,
IL3,RORGT,unknown,Fake,6,,
IL3,GATA3,unknown,Fake,6,,
IL3,IL31,unknown,Fake,6,,
IL3,CMAF,unknown,Fake,6,,
IL3,IFNAR,unknown,Fake,6,,
IL3,IL36R,unknown,Fake,6,,
IL3,JAK1,unknown,Fake,6,,
IL3,IL21R,unknown,Fake,6,,
IL3,IL2RA,unknown,Fake,6,,
IL3,IRAK,unknown,Fake,6,,
IL3,IL5,unknown,Fake,6,,
IL3,IL1R,unknown,Fake,6,,
IL3,SMAD3,unknown,Fake,6,,
IL3,IL29R,unknown,Fake,6,,
IL3,PU1,unknown,Fake,6,,
IL3,CD4,unknown,Fake,6,,
IL3,IFNGR,unknown,Fake,6,,
IL3,IL10R,unknown,Fake,6,,
IL3,IL12RB1_2,unknown,Fake,6,,
IL3,IL4R,unknown,Fake,6,,
IL3,STAT5,unknown,Fake,6,,
IL3,IL23R,unknown,Fake,6,,
IL3,IL12RB2,unknown,Fake,6,,
IL3,ST2,unknown,Fake,6,,
IL3,IL4RA_2,unknown,Fake,6,,
IL3,IFNGR_2,unknown,Fake,6,,
IL3,TGFB,unknown,Fake,6,,
IL3,IL7R,unknown,Fake,6,,
IL3,SMAD2,unknown,Fake,6,,
IL3,IL3,unknown,Fake,6,,
IL3,IL2,unknown,Fake,6,,
IL3,IL9,unknown,Fake,6,,
IL3,NOTCH1,unknown,Fake,6,,
IL3,STAT1_2,unknown,Fake,6,,
IL3,IL2R,unknown,Fake,6,,
IL3,IL18R,unknown,Fake,6,,
IL3,SOCS1,unknown,Fake,6,,
IL3,IL1R1,unknown,Fake,6,,
IL3,CD8,unknown,Fake,6,,
IL3,STAT5_2,unknown,Fake,6,,
IL3,IL12R,unknown,Fake,6,,
IL3,IL22,unknown,Fake,6,,
IL3,IL4R_2,unknown,Fake,6,,
IL3,proliferation,unknown,Fake,6,,
IL3,IL15R,unknown,Fake,6,,
IL3,IL17,unknown,Fake,6,,
IL3,GZMB,unknown,Fake,6,,
IL3,THPOK,unknown,Fake,6,,
IL3,IL25R,unknown,Fake,6,,
IL3,IL2R_2,unknown,Fake,6,,
IL3,IFNG,unknown,Fake,6,,
IL3,IL33R,unknown,Fake,6,,
IL3,TBET,unknown,Fake,6,,
IL3,IL4,unknown,Fake,6,,
IL3,IL24,unknown,Fake,6,,
IL3,IRF1,unknown,Fake,6,,
IL3,EOMES,unknown,Fake,6,,
IL3,FOXP3,unknown,Fake,6,,
IL3,IL21,unknown,Fake,6,,
IL3,IL25,unknown,Fake,6,,
IL3,CD28,unknown,Fake,6,,
IL3,STAT6,unknown,Fake,6,,
IL3,IL6,unknown,Fake,6,,
IL3,STAT4,unknown,Fake,6,,
IL3,STAT1,unknown,Fake,6,,
IL3,IFNG_2,unknown,Fake,6,,
IL3,BCL6,unknown,Fake,6,,
IL3,IL13,unknown,Fake,6,,
IL3,TBET_2,unknown,Fake,6,,
IL3,RUNX3,unknown,Fake,6,,
IL10_e,IL27R,unknown,Fake,6,,
IL10_e,TCR,unknown,Fake,6,,
IL10_e,IFNBR,unknown,Fake,6,,
IL10_e,IKB,unknown,Fake,6,,
IL10_e,IFNAR,unknown,Fake,6,,
IL10_e,IL36R,unknown,Fake,6,,
IL10_e,IL29R,unknown,Fake,6,,
IL10_e,IL7R,unknown,Fake,6,,
IL10_e,NOTCH1,unknown,Fake,6,,
IL10_e,IL15R,unknown,Fake,6,,
IL10_e,CD28,unknown,Fake,6,,
IL2,IL27R,unknown,Fake,6,,
IL2,TCR,unknown,Fake,6,,
IL2,IFNBR,unknown,Fake,6,,
IL2,IKB,unknown,Fake,6,,
IL2,IFNAR,unknown,Fake,6,,
IL2,IL36R,unknown,Fake,6,,
IL2,IL29R,unknown,Fake,6,,
IL2,IL7R,unknown,Fake,6,,
IL2,NOTCH1,unknown,Fake,6,,
IL2,IL15R,unknown,Fake,6,,
IL2,CD28,unknown,Fake,6,,
IL9,IL27R,unknown,Fake,6,,
IL9,TCR,unknown,Fake,6,,
IL9,IFNBR,unknown,Fake,6,,
IL9,IKB,unknown,Fake,6,,
IL9,IFNAR,unknown,Fake,6,,
IL9,IL36R,unknown,Fake,6,,
IL9,IL29R,unknown,Fake,6,,
IL9,IL7R,unknown,Fake,6,,
IL9,NOTCH1,unknown,Fake,6,,
IL9,IL15R,unknown,Fake,6,,
IL9,CD28,unknown,Fake,6,,
NOTCH1,IL27R,unknown,Fake,6,,
NOTCH1,TCR,unknown,Fake,6,,
NOTCH1,IFNBR,unknown,Fake,6,,
NOTCH1,IKB,unknown,Fake,6,,
NOTCH1,IFNAR,unknown,Fake,6,,
NOTCH1,IL36R,unknown,Fake,6,,
NOTCH1,IL29R,unknown,Fake,6,,
NOTCH1,IL7R,unknown,Fake,6,,
NOTCH1,NOTCH1,unknown,Fake,6,,
NOTCH1,IL15R,unknown,Fake,6,,
NOTCH1,CD28,unknown,Fake,6,,
STAT1_2,IL27R,unknown,Fake,6,,
STAT1_2,TCR,unknown,Fake,6,,
STAT1_2,IFNBR,unknown,Fake,6,,
STAT1_2,IKB,unknown,Fake,6,,
STAT1_2,IFNAR,unknown,Fake,6,,
STAT1_2,IL36R,unknown,Fake,6,,
STAT1_2,IL29R,unknown,Fake,6,,
STAT1_2,IL7R,unknown,Fake,6,,
STAT1_2,NOTCH1,unknown,Fake,6,,
STAT1_2,IL15R,unknown,Fake,6,,
STAT1_2,CD28,unknown,Fake,6,,
IL2R,IL27R,unknown,Fake,6,,
IL2R,TCR,unknown,Fake,6,,
IL2R,IFNBR,unknown,Fake,6,,
IL2R,IKB,unknown,Fake,6,,
IL2R,IFNAR,unknown,Fake,6,,
IL2R,IL36R,unknown,Fake,6,,
IL2R,IL29R,unknown,Fake,6,,
IL2R,IL7R,unknown,Fake,6,,
IL2R,NOTCH1,unknown,Fake,6,,
IL2R,IL15R,unknown,Fake,6,,
IL2R,CD28,unknown,Fake,6,,
IL18R,IL27R,unknown,Fake,6,,
IL18R,TCR,unknown,Fake,6,,
IL18R,IFNBR,unknown,Fake,6,,
IL18R,IKB,unknown,Fake,6,,
IL18R,IFNAR,unknown,Fake,6,,
IL18R,IL36R,unknown,Fake,6,,
IL18R,IL29R,unknown,Fake,6,,
IL18R,IL7R,unknown,Fake,6,,
IL18R,NOTCH1,unknown,Fake,6,,
IL18R,IL15R,unknown,Fake,6,,
IL18R,CD28,unknown,Fake,6,,
SOCS1,IL27R,unknown,Fake,6,,
SOCS1,TCR,unknown,Fake,6,,
SOCS1,IFNBR,unknown,Fake,6,,
SOCS1,IKB,unknown,Fake,6,,
SOCS1,IFNAR,unknown,Fake,6,,
SOCS1,IL36R,unknown,Fake,6,,
SOCS1,IL29R,unknown,Fake,6,,
SOCS1,IL7R,unknown,Fake,6,,
SOCS1,NOTCH1,unknown,Fake,6,,
SOCS1,IL15R,unknown,Fake,6,,
SOCS1,CD28,unknown,Fake,6,,
IL1R1,IL27R,unknown,Fake,6,,
IL1R1,TCR,unknown,Fake,6,,
IL1R1,IFNBR,unknown,Fake,6,,
IL1R1,IKB,unknown,Fake,6,,
IL1R1,IFNAR,unknown,Fake,6,,
IL1R1,IL36R,unknown,Fake,6,,
IL1R1,IL29R,unknown,Fake,6,,
IL1R1,IL7R,unknown,Fake,6,,
IL1R1,NOTCH1,unknown,Fake,6,,
IL1R1,IL15R,unknown,Fake,6,,
IL1R1,CD28,unknown,Fake,6,,
CD8,IL27R,unknown,Fake,6,,
CD8,TCR,unknown,Fake,6,,
CD8,IFNBR,unknown,Fake,6,,
CD8,IKB,unknown,Fake,6,,
CD8,IFNAR,unknown,Fake,6,,
CD8,IL36R,unknown,Fake,6,,
CD8,IL29R,unknown,Fake,6,,
CD8,IL7R,unknown,Fake,6,,
CD8,NOTCH1,unknown,Fake,6,,
CD8,IL15R,unknown,Fake,6,,
CD8,CD28,unknown,Fake,6,,
STAT5_2,IL27R,unknown,Fake,6,,
STAT5_2,TCR,unknown,Fake,6,,
STAT5_2,IFNBR,unknown,Fake,6,,
STAT5_2,IKB,unknown,Fake,6,,
STAT5_2,IFNAR,unknown,Fake,6,,
STAT5_2,IL36R,unknown,Fake,6,,
STAT5_2,IL29R,unknown,Fake,6,,
STAT5_2,IL7R,unknown,Fake,6,,
STAT5_2,NOTCH1,unknown,Fake,6,,
STAT5_2,IL15R,unknown,Fake,6,,
STAT5_2,CD28,unknown,Fake,6,,
IL12R,IL27R,unknown,Fake,6,,
IL12R,TCR,unknown,Fake,6,,
IL12R,IFNBR,unknown,Fake,6,,
IL12R,IKB,unknown,Fake,6,,
IL12R,IFNAR,unknown,Fake,6,,
IL12R,IL36R,unknown,Fake,6,,
IL12R,IL29R,unknown,Fake,6,,
IL12R,IL7R,unknown,Fake,6,,
IL12R,NOTCH1,unknown,Fake,6,,
IL12R,IL15R,unknown,Fake,6,,
IL12R,CD28,unknown,Fake,6,,
IL22,NFAT,unknown,Fake,6,,
IL22,IL27R,unknown,Fake,6,,
IL22,TCR,unknown,Fake,6,,
IL22,PRF1,unknown,Fake,6,,
IL22,STAT3,unknown,Fake,6,,
IL22,IL10,unknown,Fake,6,,
IL22,NFKB,unknown,Fake,6,,
IL22,IFNBR,unknown,Fake,6,,
IL22,TGFBR,unknown,Fake,6,,
IL22,IKB,unknown,Fake,6,,
IL22,IL6R,unknown,Fake,6,,
IL22,IL23,unknown,Fake,6,,
IL22,IL35,unknown,Fake,6,,
IL22,RORGT,unknown,Fake,6,,
IL22,GATA3,unknown,Fake,6,,
IL22,IL31,unknown,Fake,6,,
IL22,CMAF,unknown,Fake,6,,
IL22,IFNAR,unknown,Fake,6,,
IL22,IL36R,unknown,Fake,6,,
IL22,JAK1,unknown,Fake,6,,
IL22,IL21R,unknown,Fake,6,,
IL22,IL2RA,unknown,Fake,6,,
IL22,IRAK,unknown,Fake,6,,
IL22,IL5,unknown,Fake,6,,
IL22,IL1R,unknown,Fake,6,,
IL22,SMAD3,unknown,Fake,6,,
IL22,IL29R,unknown,Fake,6,,
IL22,PU1,unknown,Fake,6,,
IL22,CD4,unknown,Fake,6,,
IL22,IFNGR,unknown,Fake,6,,
IL22,IL10R,unknown,Fake,6,,
IL22,IL12RB1_2,unknown,Fake,6,,
IL22,IL4R,unknown,Fake,6,,
IL22,STAT5,unknown,Fake,6,,
IL22,IL23R,unknown,Fake,6,,
IL22,IL12RB2,unknown,Fake,6,,
IL22,ST2,unknown,Fake,6,,
IL22,IL4RA_2,unknown,Fake,6,,
IL22,IFNGR_2,unknown,Fake,6,,
IL22,TGFB,unknown,Fake,6,,
IL22,IL7R,unknown,Fake,6,,
IL22,SMAD2,unknown,Fake,6,,
IL22,IL3,unknown,Fake,6,,
IL22,IL2,unknown,Fake,6,,
IL22,IL9,unknown,Fake,6,,
IL22,NOTCH1,unknown,Fake,6,,
IL22,STAT1_2,unknown,Fake,6,,
IL22,IL2R,unknown,Fake,6,,
IL22,IL18R,unknown,Fake,6,,
IL22,SOCS1,unknown,Fake,6,,
IL22,IL1R1,unknown,Fake,6,,
IL22,CD8,unknown,Fake,6,,
IL22,STAT5_2,unknown,Fake,6,,
IL22,IL12R,unknown,Fake,6,,
IL22,IL22,unknown,Fake,6,,
IL22,IL4R_2,unknown,Fake,6,,
IL22,proliferation,unknown,Fake,6,,
IL22,IL15R,unknown,Fake,6,,
IL22,IL17,unknown,Fake,6,,
IL22,GZMB,unknown,Fake,6,,
IL22,THPOK,unknown,Fake,6,,
IL22,IL25R,unknown,Fake,6,,
IL22,IL2R_2,unknown,Fake,6,,
IL22,IFNG,unknown,Fake,6,,
IL22,IL33R,unknown,Fake,6,,
IL22,TBET,unknown,Fake,6,,
IL22,IL4,unknown,Fake,6,,
IL22,IL24,unknown,Fake,6,,
IL22,IRF1,unknown,Fake,6,,
IL22,EOMES,unknown,Fake,6,,
IL22,FOXP3,unknown,Fake,6,,
IL22,IL21,unknown,Fake,6,,
IL22,IL25,unknown,Fake,6,,
IL22,CD28,unknown,Fake,6,,
IL22,STAT6,unknown,Fake,6,,
IL22,IL6,unknown,Fake,6,,
IL22,STAT4,unknown,Fake,6,,
IL22,STAT1,unknown,Fake,6,,
IL22,IFNG_2,unknown,Fake,6,,
IL22,BCL6,unknown,Fake,6,,
IL22,IL13,unknown,Fake,6,,
IL22,TBET_2,unknown,Fake,6,,
IL22,RUNX3,unknown,Fake,6,,
IL4R_2,IL27R,unknown,Fake,6,,
IL4R_2,TCR,unknown,Fake,6,,
IL4R_2,IFNBR,unknown,Fake,6,,
IL4R_2,IKB,unknown,Fake,6,,
IL4R_2,IFNAR,unknown,Fake,6,,
IL4R_2,IL36R,unknown,Fake,6,,
IL4R_2,IL29R,unknown,Fake,6,,
IL4R_2,IL7R,unknown,Fake,6,,
IL4R_2,NOTCH1,unknown,Fake,6,,
IL4R_2,IL15R,unknown,Fake,6,,
IL4R_2,CD28,unknown,Fake,6,,
IL6_e,IL27R,unknown,Fake,6,,
IL6_e,TCR,unknown,Fake,6,,
IL6_e,IFNBR,unknown,Fake,6,,
IL6_e,IKB,unknown,Fake,6,,
IL6_e,IFNAR,unknown,Fake,6,,
IL6_e,IL36R,unknown,Fake,6,,
IL6_e,IL29R,unknown,Fake,6,,
IL6_e,IL7R,unknown,Fake,6,,
IL6_e,NOTCH1,unknown,Fake,6,,
IL6_e,IL15R,unknown,Fake,6,,
IL6_e,CD28,unknown,Fake,6,,
proliferation,IL27R,unknown,Fake,6,,
proliferation,TCR,unknown,Fake,6,,
proliferation,IFNBR,unknown,Fake,6,,
proliferation,IKB,unknown,Fake,6,,
proliferation,IFNAR,unknown,Fake,6,,
proliferation,IL36R,unknown,Fake,6,,
proliferation,IL29R,unknown,Fake,6,,
proliferation,IL7R,unknown,Fake,6,,
proliferation,NOTCH1,unknown,Fake,6,,
proliferation,IL15R,unknown,Fake,6,,
proliferation,CD28,unknown,Fake,6,,
IL1_e,IL27R,unknown,Fake,6,,
IL1_e,TCR,unknown,Fake,6,,
IL1_e,IFNBR,unknown,Fake,6,,
IL1_e,IKB,unknown,Fake,6,,
IL1_e,IFNAR,unknown,Fake,6,,
IL1_e,IL36R,unknown,Fake,6,,
IL1_e,IL29R,unknown,Fake,6,,
IL1_e,IL7R,unknown,Fake,6,,
IL1_e,NOTCH1,unknown,Fake,6,,
IL1_e,IL15R,unknown,Fake,6,,
IL1_e,CD28,unknown,Fake,6,,
IL15R,IL27R,unknown,Fake,6,,
IL15R,TCR,unknown,Fake,6,,
IL15R,IFNBR,unknown,Fake,6,,
IL15R,IKB,unknown,Fake,6,,
IL15R,IFNAR,unknown,Fake,6,,
IL15R,IL36R,unknown,Fake,6,,
IL15R,IL29R,unknown,Fake,6,,
IL15R,IL7R,unknown,Fake,6,,
IL15R,NOTCH1,unknown,Fake,6,,
IL15R,IL15R,unknown,Fake,6,,
IL15R,CD28,unknown,Fake,6,,
IL17,NFAT,unknown,Fake,6,,
IL17,IL27R,unknown,Fake,6,,
IL17,TCR,unknown,Fake,6,,
IL17,PRF1,unknown,Fake,6,,
IL17,STAT3,unknown,Fake,6,,
IL17,IL10,unknown,Fake,6,,
IL17,NFKB,unknown,Fake,6,,
IL17,IFNBR,unknown,Fake,6,,
IL17,TGFBR,unknown,Fake,6,,
IL17,IKB,unknown,Fake,6,,
IL17,IL6R,unknown,Fake,6,,
IL17,IL23,unknown,Fake,6,,
IL17,IL35,unknown,Fake,6,,
IL17,RORGT,unknown,Fake,6,,
IL17,GATA3,unknown,Fake,6,,
IL17,IL31,unknown,Fake,6,,
IL17,CMAF,unknown,Fake,6,,
IL17,IFNAR,unknown,Fake,6,,
IL17,IL36R,unknown,Fake,6,,
IL17,JAK1,unknown,Fake,6,,
IL17,IL21R,unknown,Fake,6,,
IL17,IL2RA,unknown,Fake,6,,
IL17,IRAK,unknown,Fake,6,,
IL17,IL5,unknown,Fake,6,,
IL17,IL1R,unknown,Fake,6,,
IL17,SMAD3,unknown,Fake,6,,
IL17,IL29R,unknown,Fake,6,,
IL17,PU1,unknown,Fake,6,,
IL17,CD4,unknown,Fake,6,,
IL17,IFNGR,unknown,Fake,6,,
IL17,IL10R,unknown,Fake,6,,
IL17,IL12RB1_2,unknown,Fake,6,,
IL17,IL4R,unknown,Fake,6,,
IL17,STAT5,unknown,Fake,6,,
IL17,IL23R,unknown,Fake,6,,
IL17,IL12RB2,unknown,Fake,6,,
IL17,ST2,unknown,Fake,6,,
IL17,IL4RA_2,unknown,Fake,6,,
IL17,IFNGR_2,unknown,Fake,6,,
IL17,TGFB,unknown,Fake,6,,
IL17,IL7R,unknown,Fake,6,,
IL17,SMAD2,unknown,Fake,6,,
IL17,IL3,unknown,Fake,6,,
IL17,IL2,unknown,Fake,6,,
IL17,IL9,unknown,Fake,6,,
IL17,NOTCH1,unknown,Fake,6,,
IL17,STAT1_2,unknown,Fake,6,,
IL17,IL2R,unknown,Fake,6,,
IL17,IL18R,unknown,Fake,6,,
IL17,SOCS1,unknown,Fake,6,,
IL17,IL1R1,unknown,Fake,6,,
IL17,CD8,unknown,Fake,6,,
IL17,STAT5_2,unknown,Fake,6,,
IL17,IL12R,unknown,Fake,6,,
IL17,IL22,unknown,Fake,6,,
IL17,IL4R_2,unknown,Fake,6,,
IL17,proliferation,unknown,Fake,6,,
IL17,IL15R,unknown,Fake,6,,
IL17,IL17,unknown,Fake,6,,
IL17,GZMB,unknown,Fake,6,,
IL17,THPOK,unknown,Fake,6,,
IL17,IL25R,unknown,Fake,6,,
IL17,IL2R_2,unknown,Fake,6,,
IL17,IFNG,unknown,Fake,6,,
IL17,IL33R,unknown,Fake,6,,
IL17,TBET,unknown,Fake,6,,
IL17,IL4,unknown,Fake,6,,
IL17,IL24,unknown,Fake,6,,
IL17,IRF1,unknown,Fake,6,,
IL17,EOMES,unknown,Fake,6,,
IL17,FOXP3,unknown,Fake,6,,
IL17,IL21,unknown,Fake,6,,
IL17,IL25,unknown,Fake,6,,
IL17,CD28,unknown,Fake,6,,
IL17,STAT6,unknown,Fake,6,,
IL17,IL6,unknown,Fake,6,,
IL17,STAT4,unknown,Fake,6,,
IL17,STAT1,unknown,Fake,6,,
IL17,IFNG_2,unknown,Fake,6,,
IL17,BCL6,unknown,Fake,6,,
IL17,IL13,unknown,Fake,6,,
IL17,TBET_2,unknown,Fake,6,,
IL17,RUNX3,unknown,Fake,6,,
GZMB,NFAT,unknown,Fake,6,,
GZMB,IL27R,unknown,Fake,6,,
GZMB,TCR,unknown,Fake,6,,
GZMB,PRF1,unknown,Fake,6,,
GZMB,STAT3,unknown,Fake,6,,
GZMB,IL10,unknown,Fake,6,,
GZMB,NFKB,unknown,Fake,6,,
GZMB,IFNBR,unknown,Fake,6,,
GZMB,TGFBR,unknown,Fake,6,,
GZMB,IKB,unknown,Fake,6,,
GZMB,IL6R,unknown,Fake,6,,
GZMB,IL23,unknown,Fake,6,,
GZMB,IL35,unknown,Fake,6,,
GZMB,RORGT,unknown,Fake,6,,
GZMB,GATA3,unknown,Fake,6,,
GZMB,IL31,unknown,Fake,6,,
GZMB,CMAF,unknown,Fake,6,,
GZMB,IFNAR,unknown,Fake,6,,
GZMB,IL36R,unknown,Fake,6,,
GZMB,JAK1,unknown,Fake,6,,
GZMB,IL21R,unknown,Fake,6,,
GZMB,IL2RA,unknown,Fake,6,,
GZMB,IRAK,unknown,Fake,6,,
GZMB,IL5,unknown,Fake,6,,
GZMB,IL1R,unknown,Fake,6,,
GZMB,SMAD3,unknown,Fake,6,,
GZMB,IL29R,unknown,Fake,6,,
GZMB,PU1,unknown,Fake,6,,
GZMB,CD4,unknown,Fake,6,,
GZMB,IFNGR,unknown,Fake,6,,
GZMB,IL10R,unknown,Fake,6,,
GZMB,IL12RB1_2,unknown,Fake,6,,
GZMB,IL4R,unknown,Fake,6,,
GZMB,STAT5,unknown,Fake,6,,
GZMB,IL23R,unknown,Fake,6,,
GZMB,IL12RB2,unknown,Fake,6,,
GZMB,ST2,unknown,Fake,6,,
GZMB,IL4RA_2,unknown,Fake,6,,
GZMB,IFNGR_2,unknown,Fake,6,,
GZMB,TGFB,unknown,Fake,6,,
GZMB,IL7R,unknown,Fake,6,,
GZMB,SMAD2,unknown,Fake,6,,
GZMB,IL3,unknown,Fake,6,,
GZMB,IL2,unknown,Fake,6,,
GZMB,IL9,unknown,Fake,6,,
GZMB,NOTCH1,unknown,Fake,6,,
GZMB,STAT1_2,unknown,Fake,6,,
GZMB,IL2R,unknown,Fake,6,,
GZMB,IL18R,unknown,Fake,6,,
GZMB,SOCS1,unknown,Fake,6,,
GZMB,IL1R1,unknown,Fake,6,,
GZMB,CD8,unknown,Fake,6,,
GZMB,STAT5_2,unknown,Fake,6,,
GZMB,IL12R,unknown,Fake,6,,
GZMB,IL22,unknown,Fake,6,,
GZMB,IL4R_2,unknown,Fake,6,,
GZMB,proliferation,unknown,Fake,6,,
GZMB,IL15R,unknown,Fake,6,,
GZMB,IL17,unknown,Fake,6,,
GZMB,GZMB,unknown,Fake,6,,
GZMB,THPOK,unknown,Fake,6,,
GZMB,IL25R,unknown,Fake,6,,
GZMB,IL2R_2,unknown,Fake,6,,
GZMB,IFNG,unknown,Fake,6,,
GZMB,IL33R,unknown,Fake,6,,
GZMB,TBET,unknown,Fake,6,,
GZMB,IL4,unknown,Fake,6,,
GZMB,IL24,unknown,Fake,6,,
GZMB,IRF1,unknown,Fake,6,,
GZMB,EOMES,unknown,Fake,6,,
GZMB,FOXP3,unknown,Fake,6,,
GZMB,IL21,unknown,Fake,6,,
GZMB,IL25,unknown,Fake,6,,
GZMB,CD28,unknown,Fake,6,,
GZMB,STAT6,unknown,Fake,6,,
GZMB,IL6,unknown,Fake,6,,
GZMB,STAT4,unknown,Fake,6,,
GZMB,STAT1,unknown,Fake,6,,
GZMB,IFNG_2,unknown,Fake,6,,
GZMB,BCL6,unknown,Fake,6,,
GZMB,IL13,unknown,Fake,6,,
GZMB,TBET_2,unknown,Fake,6,,
GZMB,RUNX3,unknown,Fake,6,,
THPOK,IL27R,unknown,Fake,6,,
THPOK,TCR,unknown,Fake,6,,
THPOK,IFNBR,unknown,Fake,6,,
THPOK,IKB,unknown,Fake,6,,
THPOK,IFNAR,unknown,Fake,6,,
THPOK,IL36R,unknown,Fake,6,,
THPOK,IL29R,unknown,Fake,6,,
THPOK,IL7R,unknown,Fake,6,,
THPOK,NOTCH1,unknown,Fake,6,,
THPOK,IL15R,unknown,Fake,6,,
THPOK,CD28,unknown,Fake,6,,
IL25R,IL27R,unknown,Fake,6,,
IL25R,TCR,unknown,Fake,6,,
IL25R,IFNBR,unknown,Fake,6,,
IL25R,IKB,unknown,Fake,6,,
IL25R,IFNAR,unknown,Fake,6,,
IL25R,IL36R,unknown,Fake,6,,
IL25R,IL29R,unknown,Fake,6,,
IL25R,IL7R,unknown,Fake,6,,
IL25R,NOTCH1,unknown,Fake,6,,
IL25R,IL15R,unknown,Fake,6,,
IL25R,CD28,unknown,Fake,6,,
IL2R_2,IL27R,unknown,Fake,6,,
IL2R_2,TCR,unknown,Fake,6,,
IL2R_2,IFNBR,unknown,Fake,6,,
IL2R_2,IKB,unknown,Fake,6,,
