Regulator,Target,Sign,Model,Confidence Rank,Constraint,Direct,is_kept
IL15R,IL10,unknown,Fake,6,,,TAKEN_OUT
IL15R,IL23R,unknown,Fake,6,,,TAKEN_OUT
IL15R,BCL6,unknown,Fake,6,,,TAKEN_OUT
IL15R,IL6R,unknown,Fake,6,,,TAKEN_OUT
IL15R,IL35,unknown,Fake,6,,,TAKEN_OUT
IL15R,IL25R,unknown,Fake,6,,,TAKEN_OUT
IL15R,IL2R,unknown,Fake,6,,,TAKEN_OUT
IL15R,CMAF,unknown,Fake,6,,,TAKEN_OUT
IL15R,IFNG,unknown,Fake,6,,,TAKEN_OUT
IL15R,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IL15R,IL10R,unknown,Fake,6,,,TAKEN_OUT
IL9,IL21R,unknown,Fake,6,,,TAKEN_OUT
IL9,IL12R,unknown,Fake,6,,,TAKEN_OUT
IL9,IL18R,unknown,Fake,6,,,TAKEN_OUT
IL9,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
IL9,JAK1,unknown,Fake,6,,,TAKEN_OUT
IL9,IL21,unknown,Fake,6,,,TAKEN_OUT
IL9,IL23,unknown,Fake,6,,,TAKEN_OUT
IL9,THPOK,unknown,Fake,6,,,TAKEN_OUT
IL9,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
IL9,STAT1,unknown,Fake,6,,,TAKEN_OUT
IL9,IL33R,unknown,Fake,6,,,TAKEN_OUT
IL9,IL22,unknown,Fake,6,,,TAKEN_OUT
IL9,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
IL9,IRF1,unknown,Fake,6,,,TAKEN_OUT
IL9,STAT4,unknown,Fake,6,,,TAKEN_OUT
IL9,IFNGR,unknown,Fake,6,,,TAKEN_OUT
IL9,PU1,unknown,Fake,6,,,TAKEN_OUT
IL9,EOMES,unknown,Fake,6,,,TAKEN_OUT
IL9,CD8,unknown,Fake,6,,,TAKEN_OUT
IL9,NFKB,unknown,Fake,6,,,TAKEN_OUT
IL9,STAT6,unknown,Fake,6,,,TAKEN_OUT
IL9,SMAD3,unknown,Fake,6,,,TAKEN_OUT
IL9,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
IL9,IL4,unknown,Fake,6,,,TAKEN_OUT
IL9,STAT3,unknown,Fake,6,,,TAKEN_OUT
IL9,IL25,unknown,Fake,6,,,TAKEN_OUT
IL9,IL9,unknown,Fake,6,,,TAKEN_OUT
IL9,TGFBR,unknown,Fake,6,,,TAKEN_OUT
IL9,IL5,unknown,Fake,6,,,TAKEN_OUT
IL9,IL1R,unknown,Fake,6,,,TAKEN_OUT
IL9,IL6,unknown,Fake,6,,,TAKEN_OUT
IL9,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
IL9,RUNX3,unknown,Fake,6,,,TAKEN_OUT
IL9,IL17,unknown,Fake,6,,,TAKEN_OUT
IL9,IL4R,unknown,Fake,6,,,TAKEN_OUT
IL9,CD4,unknown,Fake,6,,,TAKEN_OUT
IL9,SMAD2,unknown,Fake,6,,,TAKEN_OUT
IL9,proliferation,unknown,Fake,6,,,TAKEN_OUT
IL9,NFAT,unknown,Fake,6,,,TAKEN_OUT
IL9,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
IL9,IRAK,unknown,Fake,6,,,TAKEN_OUT
IL9,IL2,unknown,Fake,6,,,TAKEN_OUT
IL9,IL2RA,unknown,Fake,6,,,TAKEN_OUT
IL9,IL13,unknown,Fake,6,,,TAKEN_OUT
IL9,FOXP3,unknown,Fake,6,,,TAKEN_OUT
IL9,IL31,unknown,Fake,6,,,TAKEN_OUT
IL9,PRF1,unknown,Fake,6,,,TAKEN_OUT
IL9,ST2,unknown,Fake,6,,,TAKEN_OUT
IL9,GZMB,unknown,Fake,6,,,TAKEN_OUT
IL9,SOCS1,unknown,Fake,6,,,TAKEN_OUT
IL9,STAT5,unknown,Fake,6,,,TAKEN_OUT
IL9,TGFB,unknown,Fake,6,,,TAKEN_OUT
IL9,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
IL9,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
IL9,IL3,unknown,Fake,6,,,TAKEN_OUT
IL9,IL24,unknown,Fake,6,,,TAKEN_OUT
IL9,GATA3,unknown,Fake,6,,,TAKEN_OUT
IL9,RORGT,unknown,Fake,6,,,TAKEN_OUT
IL9,IL10,unknown,Fake,6,,,TAKEN_OUT
IL9,IL23R,unknown,Fake,6,,,TAKEN_OUT
IL9,BCL6,unknown,Fake,6,,,TAKEN_OUT
IL9,IL6R,unknown,Fake,6,,,TAKEN_OUT
IL9,IL35,unknown,Fake,6,,,TAKEN_OUT
IL9,IL25R,unknown,Fake,6,,,TAKEN_OUT
IL9,IL2R,unknown,Fake,6,,,TAKEN_OUT
IL9,CMAF,unknown,Fake,6,,,TAKEN_OUT
IL9,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IL9,IL10R,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL21R,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL12R,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL18R,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
TGFBR,JAK1,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL21,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL23,unknown,Fake,6,,,TAKEN_OUT
TGFBR,TBET,unknown,Fake,6,,,TAKEN_OUT
TGFBR,THPOK,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
TGFBR,STAT1,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL33R,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL22,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IRF1,unknown,Fake,6,,,TAKEN_OUT
TGFBR,STAT4,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IFNGR,unknown,Fake,6,,,TAKEN_OUT
TGFBR,EOMES,unknown,Fake,6,,,TAKEN_OUT
TGFBR,CD8,unknown,Fake,6,,,TAKEN_OUT
TGFBR,TBET_2,unknown,Fake,6,,,TAKEN_OUT
TGFBR,NFKB,unknown,Fake,6,,,TAKEN_OUT
TGFBR,STAT6,unknown,Fake,6,,,TAKEN_OUT
TGFBR,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL4,unknown,Fake,6,,,TAKEN_OUT
TGFBR,STAT3,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL25,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL9,unknown,Fake,6,,,TAKEN_OUT
TGFBR,TGFBR,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL5,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL1R,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL6,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
TGFBR,RUNX3,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL17,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL4R,unknown,Fake,6,,,TAKEN_OUT
TGFBR,CD4,unknown,Fake,6,,,TAKEN_OUT
TGFBR,proliferation,unknown,Fake,6,,,TAKEN_OUT
TGFBR,NFAT,unknown,Fake,6,,,TAKEN_OUT
TGFBR,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IRAK,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL2,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL2RA,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL13,unknown,Fake,6,,,TAKEN_OUT
TGFBR,FOXP3,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL31,unknown,Fake,6,,,TAKEN_OUT
TGFBR,PRF1,unknown,Fake,6,,,TAKEN_OUT
TGFBR,ST2,unknown,Fake,6,,,TAKEN_OUT
TGFBR,GZMB,unknown,Fake,6,,,TAKEN_OUT
TGFBR,SOCS1,unknown,Fake,6,,,TAKEN_OUT
TGFBR,STAT5,unknown,Fake,6,,,TAKEN_OUT
TGFBR,TGFB,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL3,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL24,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
TGFBR,GATA3,unknown,Fake,6,,,TAKEN_OUT
TGFBR,RORGT,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL10,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL23R,unknown,Fake,6,,,TAKEN_OUT
TGFBR,BCL6,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL6R,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL35,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL25R,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL2R,unknown,Fake,6,,,TAKEN_OUT
TGFBR,CMAF,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IFNG,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL1R1,unknown,Fake,6,,,TAKEN_OUT
TGFBR,IL10R,unknown,Fake,6,,,TAKEN_OUT
APC,IL21R,unknown,Fake,6,,,TAKEN_OUT
APC,IL12R,unknown,Fake,6,,,TAKEN_OUT
APC,IL18R,unknown,Fake,6,,,TAKEN_OUT
APC,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
APC,JAK1,unknown,Fake,6,,,TAKEN_OUT
APC,IL21,unknown,Fake,6,,,TAKEN_OUT
APC,IL23,unknown,Fake,6,,,TAKEN_OUT
APC,TBET,unknown,Fake,6,,,TAKEN_OUT
APC,THPOK,unknown,Fake,6,,,TAKEN_OUT
APC,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
APC,STAT1,unknown,Fake,6,,,TAKEN_OUT
APC,IL33R,unknown,Fake,6,,,TAKEN_OUT
APC,IL22,unknown,Fake,6,,,TAKEN_OUT
APC,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
APC,IRF1,unknown,Fake,6,,,TAKEN_OUT
APC,STAT4,unknown,Fake,6,,,TAKEN_OUT
APC,IFNGR,unknown,Fake,6,,,TAKEN_OUT
APC,PU1,unknown,Fake,6,,,TAKEN_OUT
APC,EOMES,unknown,Fake,6,,,TAKEN_OUT
APC,CD8,unknown,Fake,6,,,TAKEN_OUT
APC,TBET_2,unknown,Fake,6,,,TAKEN_OUT
APC,NFKB,unknown,Fake,6,,,TAKEN_OUT
APC,STAT6,unknown,Fake,6,,,TAKEN_OUT
APC,SMAD3,unknown,Fake,6,,,TAKEN_OUT
APC,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
APC,IL4,unknown,Fake,6,,,TAKEN_OUT
APC,STAT3,unknown,Fake,6,,,TAKEN_OUT
APC,IL25,unknown,Fake,6,,,TAKEN_OUT
APC,IL9,unknown,Fake,6,,,TAKEN_OUT
APC,TGFBR,unknown,Fake,6,,,TAKEN_OUT
APC,IL5,unknown,Fake,6,,,TAKEN_OUT
APC,IL1R,unknown,Fake,6,,,TAKEN_OUT
APC,IL6,unknown,Fake,6,,,TAKEN_OUT
APC,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
APC,RUNX3,unknown,Fake,6,,,TAKEN_OUT
APC,IL17,unknown,Fake,6,,,TAKEN_OUT
APC,IL4R,unknown,Fake,6,,,TAKEN_OUT
APC,CD4,unknown,Fake,6,,,TAKEN_OUT
APC,SMAD2,unknown,Fake,6,,,TAKEN_OUT
APC,proliferation,unknown,Fake,6,,,TAKEN_OUT
APC,NFAT,unknown,Fake,6,,,TAKEN_OUT
APC,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
APC,IRAK,unknown,Fake,6,,,TAKEN_OUT
APC,IL2,unknown,Fake,6,,,TAKEN_OUT
APC,IL2RA,unknown,Fake,6,,,TAKEN_OUT
APC,IL13,unknown,Fake,6,,,TAKEN_OUT
APC,FOXP3,unknown,Fake,6,,,TAKEN_OUT
APC,IL31,unknown,Fake,6,,,TAKEN_OUT
APC,PRF1,unknown,Fake,6,,,TAKEN_OUT
APC,ST2,unknown,Fake,6,,,TAKEN_OUT
APC,GZMB,unknown,Fake,6,,,TAKEN_OUT
APC,SOCS1,unknown,Fake,6,,,TAKEN_OUT
APC,STAT5,unknown,Fake,6,,,TAKEN_OUT
APC,TGFB,unknown,Fake,6,,,TAKEN_OUT
APC,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
APC,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
APC,IL3,unknown,Fake,6,,,TAKEN_OUT
APC,IL24,unknown,Fake,6,,,TAKEN_OUT
APC,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
APC,GATA3,unknown,Fake,6,,,TAKEN_OUT
APC,RORGT,unknown,Fake,6,,,TAKEN_OUT
APC,IL10,unknown,Fake,6,,,TAKEN_OUT
APC,IL23R,unknown,Fake,6,,,TAKEN_OUT
APC,BCL6,unknown,Fake,6,,,TAKEN_OUT
APC,IL6R,unknown,Fake,6,,,TAKEN_OUT
APC,IL35,unknown,Fake,6,,,TAKEN_OUT
APC,IL25R,unknown,Fake,6,,,TAKEN_OUT
APC,IL2R,unknown,Fake,6,,,TAKEN_OUT
APC,CMAF,unknown,Fake,6,,,TAKEN_OUT
APC,IFNG,unknown,Fake,6,,,TAKEN_OUT
APC,IL1R1,unknown,Fake,6,,,TAKEN_OUT
APC,IL10R,unknown,Fake,6,,,TAKEN_OUT
IL5,IL21R,unknown,Fake,6,,,KEPT
IL5,IL12R,unknown,Fake,6,,,KEPT
IL5,IL18R,unknown,Fake,6,,,KEPT
IL5,IL12RB2,unknown,Fake,6,,,KEPT
IL5,JAK1,unknown,Fake,6,,,KEPT
IL5,IL21,unknown,Fake,6,,,KEPT
IL5,IL23,unknown,Fake,6,,,KEPT
IL5,TBET,unknown,Fake,6,,,KEPT
IL5,THPOK,unknown,Fake,6,,,KEPT
IL5,IL4RA_2,unknown,Fake,6,,,KEPT
IL5,STAT1,unknown,Fake,6,,,KEPT
IL5,IL33R,unknown,Fake,6,,,KEPT
IL5,IL22,unknown,Fake,6,,,KEPT
IL5,IFNGR_2,unknown,Fake,6,,,KEPT
IL5,IRF1,unknown,Fake,6,,,KEPT
IL5,STAT4,unknown,Fake,6,,,KEPT
IL5,IFNGR,unknown,Fake,6,,,KEPT
IL5,PU1,unknown,Fake,6,,,KEPT
IL5,EOMES,unknown,Fake,6,,,KEPT
IL5,CD8,unknown,Fake,6,,,KEPT
IL5,TBET_2,unknown,Fake,6,,,KEPT
IL5,NFKB,unknown,Fake,6,,,KEPT
IL5,STAT6,unknown,Fake,6,,,KEPT
IL5,SMAD3,unknown,Fake,6,,,KEPT
IL5,STAT1_2,unknown,Fake,6,,,KEPT
IL5,IL4,unknown,Fake,6,,,KEPT
IL5,STAT3,unknown,Fake,6,,,KEPT
IL5,IL25,unknown,Fake,6,,,KEPT
IL5,IL9,unknown,Fake,6,,,KEPT
IL5,TGFBR,unknown,Fake,6,,,KEPT
IL5,IL5,unknown,Fake,6,,,KEPT
IL5,IL1R,unknown,Fake,6,,,KEPT
IL5,IL6,unknown,Fake,6,,,KEPT
IL5,IL12RB1_2,unknown,Fake,6,,,KEPT
IL5,RUNX3,unknown,Fake,6,,,KEPT
IL5,IL17,unknown,Fake,6,,,KEPT
IL5,IL4R,unknown,Fake,6,,,KEPT
IL5,CD4,unknown,Fake,6,,,KEPT
IL5,SMAD2,unknown,Fake,6,,,KEPT
IL5,proliferation,unknown,Fake,6,,,KEPT
IL5,NFAT,unknown,Fake,6,,,KEPT
IL5,STAT5_2,unknown,Fake,6,,,KEPT
IL5,IRAK,unknown,Fake,6,,,KEPT
IL5,IL2,unknown,Fake,6,,,KEPT
IL5,IL2RA,unknown,Fake,6,,,KEPT
IL5,IL13,unknown,Fake,6,,,KEPT
IL5,FOXP3,unknown,Fake,6,,,KEPT
IL5,IL31,unknown,Fake,6,,,KEPT
IL5,PRF1,unknown,Fake,6,,,KEPT
IL5,ST2,unknown,Fake,6,,,KEPT
IL5,GZMB,unknown,Fake,6,,,KEPT
IL5,SOCS1,unknown,Fake,6,,,KEPT
IL5,STAT5,unknown,Fake,6,,,KEPT
IL5,TGFB,unknown,Fake,6,,,KEPT
IL5,IL4R_2,unknown,Fake,6,,,KEPT
IL5,IL2R_2,unknown,Fake,6,,,KEPT
IL5,IL3,unknown,Fake,6,,,KEPT
IL5,IL24,unknown,Fake,6,,,KEPT
IL5,IFNG_2,unknown,Fake,6,,,KEPT
IL5,GATA3,unknown,Fake,6,,,KEPT
IL5,RORGT,unknown,Fake,6,,,KEPT
IL5,IL10,unknown,Fake,6,,,KEPT
IL5,IL23R,unknown,Fake,6,,,KEPT
IL5,BCL6,unknown,Fake,6,,,KEPT
IL5,IL6R,unknown,Fake,6,,,KEPT
IL5,IL35,unknown,Fake,6,,,KEPT
IL5,IL25R,unknown,Fake,6,,,KEPT
IL5,IL2R,unknown,Fake,6,,,KEPT
IL5,CMAF,unknown,Fake,6,,,KEPT
IL5,IFNG,unknown,Fake,6,,,KEPT
IL5,IL1R1,unknown,Fake,6,,,KEPT
IL5,IL10R,unknown,Fake,6,,,KEPT
IL1R,IL21R,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL12R,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL18R,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
IL1R,JAK1,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL21,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL23,unknown,Fake,6,,,TAKEN_OUT
IL1R,TBET,unknown,Fake,6,,,TAKEN_OUT
IL1R,THPOK,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
IL1R,STAT1,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL33R,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL22,unknown,Fake,6,,,TAKEN_OUT
IL1R,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
IL1R,IRF1,unknown,Fake,6,,,TAKEN_OUT
IL1R,STAT4,unknown,Fake,6,,,TAKEN_OUT
IL1R,IFNGR,unknown,Fake,6,,,TAKEN_OUT
IL1R,PU1,unknown,Fake,6,,,TAKEN_OUT
IL1R,EOMES,unknown,Fake,6,,,TAKEN_OUT
IL1R,CD8,unknown,Fake,6,,,TAKEN_OUT
IL1R,TBET_2,unknown,Fake,6,,,TAKEN_OUT
IL1R,NFKB,unknown,Fake,6,,,TAKEN_OUT
IL1R,STAT6,unknown,Fake,6,,,TAKEN_OUT
IL1R,SMAD3,unknown,Fake,6,,,TAKEN_OUT
IL1R,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL4,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL25,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL9,unknown,Fake,6,,,TAKEN_OUT
IL1R,TGFBR,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL5,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL1R,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL6,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
IL1R,RUNX3,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL17,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL4R,unknown,Fake,6,,,TAKEN_OUT
IL1R,CD4,unknown,Fake,6,,,TAKEN_OUT
IL1R,SMAD2,unknown,Fake,6,,,TAKEN_OUT
IL1R,proliferation,unknown,Fake,6,,,TAKEN_OUT
IL1R,NFAT,unknown,Fake,6,,,TAKEN_OUT
IL1R,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
IL1R,IRAK,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL2,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL2RA,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL13,unknown,Fake,6,,,TAKEN_OUT
IL1R,FOXP3,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL31,unknown,Fake,6,,,TAKEN_OUT
IL1R,PRF1,unknown,Fake,6,,,TAKEN_OUT
IL1R,ST2,unknown,Fake,6,,,TAKEN_OUT
IL1R,GZMB,unknown,Fake,6,,,TAKEN_OUT
IL1R,SOCS1,unknown,Fake,6,,,TAKEN_OUT
IL1R,STAT5,unknown,Fake,6,,,TAKEN_OUT
IL1R,TGFB,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL3,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL24,unknown,Fake,6,,,TAKEN_OUT
IL1R,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
IL1R,GATA3,unknown,Fake,6,,,TAKEN_OUT
IL1R,RORGT,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL10,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL23R,unknown,Fake,6,,,TAKEN_OUT
IL1R,BCL6,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL6R,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL35,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL25R,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL2R,unknown,Fake,6,,,TAKEN_OUT
IL1R,CMAF,unknown,Fake,6,,,TAKEN_OUT
IL1R,IFNG,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IL1R,IL10R,unknown,Fake,6,,,TAKEN_OUT
IL6,IL21R,unknown,Fake,6,,,TAKEN_OUT
IL6,IL12R,unknown,Fake,6,,,TAKEN_OUT
IL6,IL18R,unknown,Fake,6,,,TAKEN_OUT
IL6,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
IL6,JAK1,unknown,Fake,6,,,TAKEN_OUT
IL6,IL21,unknown,Fake,6,,,TAKEN_OUT
IL6,IL23,unknown,Fake,6,,,TAKEN_OUT
IL6,TBET,unknown,Fake,6,,,TAKEN_OUT
IL6,THPOK,unknown,Fake,6,,,TAKEN_OUT
IL6,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
IL6,STAT1,unknown,Fake,6,,,TAKEN_OUT
IL6,IL33R,unknown,Fake,6,,,TAKEN_OUT
IL6,IL22,unknown,Fake,6,,,TAKEN_OUT
IL6,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
IL6,IRF1,unknown,Fake,6,,,TAKEN_OUT
IL6,STAT4,unknown,Fake,6,,,TAKEN_OUT
IL6,IFNGR,unknown,Fake,6,,,TAKEN_OUT
IL6,PU1,unknown,Fake,6,,,TAKEN_OUT
IL6,EOMES,unknown,Fake,6,,,TAKEN_OUT
IL6,CD8,unknown,Fake,6,,,TAKEN_OUT
IL6,TBET_2,unknown,Fake,6,,,TAKEN_OUT
IL6,NFKB,unknown,Fake,6,,,TAKEN_OUT
IL6,STAT6,unknown,Fake,6,,,TAKEN_OUT
IL6,SMAD3,unknown,Fake,6,,,TAKEN_OUT
IL6,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
IL6,IL4,unknown,Fake,6,,,TAKEN_OUT
IL6,STAT3,unknown,Fake,6,,,TAKEN_OUT
IL6,IL25,unknown,Fake,6,,,TAKEN_OUT
IL6,IL9,unknown,Fake,6,,,TAKEN_OUT
IL6,TGFBR,unknown,Fake,6,,,TAKEN_OUT
IL6,IL5,unknown,Fake,6,,,TAKEN_OUT
IL6,IL1R,unknown,Fake,6,,,TAKEN_OUT
IL6,IL6,unknown,Fake,6,,,TAKEN_OUT
IL6,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
IL6,RUNX3,unknown,Fake,6,,,TAKEN_OUT
IL6,IL17,unknown,Fake,6,,,TAKEN_OUT
IL6,IL4R,unknown,Fake,6,,,TAKEN_OUT
IL6,CD4,unknown,Fake,6,,,TAKEN_OUT
IL6,SMAD2,unknown,Fake,6,,,TAKEN_OUT
IL6,proliferation,unknown,Fake,6,,,TAKEN_OUT
IL6,NFAT,unknown,Fake,6,,,TAKEN_OUT
IL6,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
IL6,IRAK,unknown,Fake,6,,,TAKEN_OUT
IL6,IL2,unknown,Fake,6,,,TAKEN_OUT
IL6,IL2RA,unknown,Fake,6,,,TAKEN_OUT
IL6,IL13,unknown,Fake,6,,,TAKEN_OUT
IL6,FOXP3,unknown,Fake,6,,,TAKEN_OUT
IL6,IL31,unknown,Fake,6,,,TAKEN_OUT
IL6,PRF1,unknown,Fake,6,,,TAKEN_OUT
IL6,ST2,unknown,Fake,6,,,TAKEN_OUT
IL6,GZMB,unknown,Fake,6,,,TAKEN_OUT
IL6,SOCS1,unknown,Fake,6,,,TAKEN_OUT
IL6,STAT5,unknown,Fake,6,,,TAKEN_OUT
IL6,TGFB,unknown,Fake,6,,,TAKEN_OUT
IL6,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
IL6,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
IL6,IL3,unknown,Fake,6,,,TAKEN_OUT
IL6,IL24,unknown,Fake,6,,,TAKEN_OUT
IL6,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
IL6,GATA3,unknown,Fake,6,,,TAKEN_OUT
IL6,RORGT,unknown,Fake,6,,,TAKEN_OUT
IL6,IL10,unknown,Fake,6,,,TAKEN_OUT
IL6,IL23R,unknown,Fake,6,,,TAKEN_OUT
IL6,BCL6,unknown,Fake,6,,,TAKEN_OUT
IL6,IL35,unknown,Fake,6,,,TAKEN_OUT
IL6,IL25R,unknown,Fake,6,,,TAKEN_OUT
IL6,IL2R,unknown,Fake,6,,,TAKEN_OUT
IL6,CMAF,unknown,Fake,6,,,TAKEN_OUT
IL6,IFNG,unknown,Fake,6,,,TAKEN_OUT
IL6,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IL6,IL10R,unknown,Fake,6,,,TAKEN_OUT
RUNX3,IL21R,unknown,Fake,6,,,TAKEN_OUT
RUNX3,IL12R,unknown,Fake,6,,,TAKEN_OUT
RUNX3,IL18R,unknown,Fake,6,,,TAKEN_OUT
RUNX3,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
RUNX3,JAK1,unknown,Fake,6,,,TAKEN_OUT
RUNX3,IL21,unknown,Fake,6,,,TAKEN_OUT
RUNX3,IL23,unknown,Fake,6,,,TAKEN_OUT
RUNX3,TBET,unknown,Fake,6,,,TAKEN_OUT
RUNX3,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
RUNX3,STAT1,unknown,Fake,6,,,TAKEN_OUT
RUNX3,IL33R,unknown,Fake,6,,,TAKEN_OUT
RUNX3,IL22,unknown,Fake,6,,,TAKEN_OUT
RUNX3,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
RUNX3,IRF1,unknown,Fake,6,,,TAKEN_OUT
RUNX3,STAT4,unknown,Fake,6,,,TAKEN_OUT
RUNX3,IFNGR,unknown,Fake,6,,,TAKEN_OUT
RUNX3,PU1,unknown,Fake,6,,,TAKEN_OUT
RUNX3,TBET_2,unknown,Fake,6,,,TAKEN_OUT
RUNX3,NFKB,unknown,Fake,6,,,TAKEN_OUT
