0, 222.0
1, 227.8
2, 227.9
3, 230.8
4, 236.8
5, 237.7
6, 238.7
7, 239.8
8, 242.6
9, 242.7
10, 244.7
11, 246.5
12, 251.5
13, 259.5
14, 262.5
15, 262.5
16, 268.3
17, 271.4
18, 279.5
19, 282.5
20, 282.5
21, 282.5
22, 284.4
23, 284.5
24, 285.5
25, 286.4
26, 286.5
27, 287.5
28, 288.5
29, 289.5
30, 289.5
31, 291.5
32, 292.4
33, 292.4
34, 294.4
35, 294.4
36, 295.4
37, 298.2
38, 298.4
39, 298.4
40, 298.4
41, 298.4
42, 298.4
43, 298.65
44, 298.65
45, 299.3
46, 299.55
47, 300.3
48, 301.2
49, 301.2
50, 301.2
51, 301.2
52, 301.2
53, 301.2
54, 301.2
55, 301.2
56, 301.2
57, 301.2
58, 301.2
59, 301.2
60, 301.2
61, 301.2
62, 301.2
63, 301.2
64, 301.2
65, 301.2
66, 302.2
67, 302.2
68, 302.2
69, 302.2
70, 302.2
71, 302.2
72, 302.2
73, 302.2
74, 302.2
75, 302.2
76, 302.2
77, 302.2
78, 302.2
79, 303.2
80, 303.2
81, 303.2
82, 303.2
83, 303.2
84, 303.2
85, 303.2
86, 303.2
87, 303.2
88, 303.2
89, 303.2
90, 303.2
91, 303.2
92, 303.2
93, 303.2
94, 303.2
95, 303.2
96, 303.2
97, 303.2
98, 303.2
99, 303.2
100, 303.2
